title,저자,발행기관,발행연도,핵심어
ETRI 자율주행 셔틀 시범 서비스,강도욱(Do-Wook Kang),대한전자공학회,2021,
협력주행을 위한 지능형 커넥티드 자율주행시스템 및 엣지 인프라 연구,송유승(Yoo Seung Song),대한전자공학회,2021,
무빙 윈도우를 이용한 FMCW RADAR 거리 해상도 향상 기법,박휘수(Hwesoo Park),대한전자공학회,2021,
노지 밭고랑 환경 적용을 위한 자율조향 플랫폼 개발,조용준(Yongjun Cho),한국기계가공학회(The Korean Society of Manufacturing Process Engineers),2021,"['Electric Vehicle for Agriculture(농업용 전동주행장치)', 'Platform for Upland(노지용 플랫폼)', 'Autonomous Steering System(자율조향시스템)']"
최적 제어 기반 자율 주행 차량의 최적 속도 프로파일 탐색 기법 연구,김택수(Tacksu Kim),한국자동차공학회,2021,"['Dynamic Programming(동적계획법)', 'Optimal Control(최적 제어)', 'Autonomous Vehicle(자율주행 자동차)', 'Speed Profile Optimization(속도 최적화)', 'Shifting Control(변속 제어)']"
자율주행차량에서 혼합 횡방향 제어기를 적용한 경로 추종 알고리즘,권소련(Solyeon Kwon),한국자동차공학회,2021,"['Path-tracking(경로 추종)', 'Combined lateral controller(혼합 횡방향 제어기)', 'Pure pursuit(퓨어 퍼슛)', 'Stanley(스탠리)', 'Cross-track error(수직 거리 오차)', 'Preview distance(주시 거리)']"
설계가능한 도메인 적응 데이터 증강 모델을 이용한 자율주행차 시스템의 성능 설계,유영민(Yeongmin Yoo),대한기계학회,2021,
열악 조도 환경에서 융합센서를 활용한 딥러닝 기반 객체 인식,정현준(Hyeonjun Chong),한국자동차공학회,2021,"['fusion sensor(융합센서)', 'autonomous vehicle(자율주행차)', 'deep learning(딥러닝)', 'Ill-lit conditions(열악조도환경)', 'object detection(객체인식)']"
CARLA 자율주행 시뮬레이터의 주행 시나리오 경로 설정을 지원하는 Software Application 개발,이예린(Yerin Lee),대한전자공학회,2021,
과수원 환경에서 항법해 기반 자율주행 기술의 성능 평가,한중희(Joong-hee Han),대한전자공학회,2021,
