title,저자,발행기관,발행연도,핵심어
메타버스환경에서의 캐릭터산업 방향성 연구                      = A Study on the Direction of the Character Industry in the Metaverse Environment,황세연,한국상품문화디자인학회,2022,"['제 4차 산업혁명', '메타버스', '캐릭터산업', '캐릭터 비즈니스', '캐릭터 콜라보레이션', '4th industrial revolution', 'Metaverse', 'Character industry', 'Character business', 'Character collaboration']"
오픈 플랫폼을 활용한 자율주행모빌리티 동적환경시뮬레이션 구축 연구,김도영(Do-Young Kim),대한전자공학회,2022,
캠퍼스 자율주행 셔틀 서비스 개발 연구,민경욱,한국ITS학회,2021,
개인정보 보호보험의 의무적 가입에 대한 쟁점 연구                      = A Study on the issue of compulsory subscription of personal information protection insurance,"김현우(Kim, Hyun Woo)",한국보험법학회,2021,"['4차 산업혁명', '개인정보보호', '사이버범죄', '자율주행자동차', '보험가입 의무화', 'the Fourth Industrial Revolution', 'personal information protection', 'cybercrime', 'autonomous vehicles', 'compulsory insurance']"
안전한 자율주행자동차 도입을 위한 인적요인 심층연구,김우진,한국통신학회(Korea Institute Of Communication Sciences ),2021,
MORAI 시뮬레이터를 이용한 자율주행 농업용 로봇의 LiDAR 기반 장애물 인식 및 회피 알고리즘 기초 연구                      = A Basic Study on an Obstacle Recognition and Avoidance Algorithm for Autonomous Agricultural Robots using MORAI Simulator,황예빈 ( Ye Been Hwang ),한국농업기계학회(The Korean Society of the Agricultureal machinery),2021,"['Vehicle-in-the-Loop Simulation', 'LiDAR', '자율주행 로봇']"
미래모빌리티 대응을 위한 차체 도장재료의 현재와 미래,형우찬(Woo Chan Hyung),한국고분자학회,2021,
자동차 내외장 플라스틱부품 표면처리 기술 동향,이춘수(Choon Soo Lee),한국고분자학회,2021,
자동차 전장품용 다양한 형상 구현 가능 전도성 투명 전사 소재 연구,김광섭,한국고분자학회,2021,
실차주행 실험을 통한 자율주행 기능해제 원인 분석,이재덕,한국ITS학회,2021,
자율주행 자동차용 전동회전시트 상부회전판의 핫스탬핑 성형에 관한 연구,육형섭(Hyung-sub Yook),한국기계가공학회(The Korean Society of Manufacturing Process Engineers),2021,"['Autonomous Vehicle(자율주행자동차)', 'Rotating Seat(회전시트)', 'Upper Plate(상부회전판)', 'Hot Stamping(핫스탬핑)']"
BRT의 자율주행을 위한 가상환경 기반의 학습데이터 생성에 관한 연구                      = A Study on Generating Virtual Dataset for Autonomous BRT,박찬호,한국철도학회,2021,"['대용량 BRT', '자율주행', '딥러닝', '가상환경', '학습데이터', 'BRT', 'Autonomous vehicle', 'Deep learning', 'Virtual environment', 'Data set']"
자율주행 러기지 로봇을 이용한 온라인 여행 플랫폼 서비스 디자인 ‘conect’ 제안,최경민(Kyoungmin Choi),한국디자인학회,2021,"['travel', 'OTA', 'service design', 'UX design', 'luggage robot', 'autonomous robot']"
자율주행로봇의 경로설정을 위한 스테레오 카메라와 라이다 센서 융합,고정환(Jung-Hwan Ko),대한전자공학회,2021,
자율주행차를 위한 라이다 센서용 반도체 소재,안종현,대한금속재료학회,2021,
자율주행차를 위한 전방 카메라 이미지 기반 자가 지도 학습 실시간 위치 추정 기술,김태우(Taewoo Kim),대한전자공학회,2021,
자율주행 데이터를 이용한 주행시험장에서의 증강현실 테스트,이인규(Ingyu Lee),한국자동차공학회,2021,"['Autonomous Driving(자율주행)', 'Vehicle data(차량 데이터)', 'Sensor data(센서 데이터)', 'Data Utilization(데이터 활용)', 'Augmented Reality(증강현실)', 'Proving Ground(주행시험장)', 'Development(개발)', 'Test(시험)', 'Verification(검증)', 'Real Road(실도로)']"
자율주행차량의 실시간 다중센서 데이터 수집·정제·분석 및 관제 통합 플랫폼 개발,김가연,제어로봇시스템학회,2021,"['Autonomous Vehicle', 'Multiple Sensor', 'ZeroMQ', 'Google Protocol Buffer', 'Remote Monitoring']"
5G 클라우드 기반 자율주행차 소프트웨어 구성요소 할당 최적화,박준용(Joonyong Park),한국자동차공학회,2021,"['Software Component Allocation(소프트웨어 구성요소 할당)', '5G network(5G 네트워크)', 'Cloud-Vehicle Edge environment(클라우드-차량 엣지 환경)', 'Autonomous Car(자율주행자동차)']"
고속도로 자율주행 전용차로 도입에 따른 도로용량 재산정 연구,김형준,한국도로학회,2021,"['자율주행 전용차로', '자율주행자동차', '도로용량', '군집', 'Free Flow']"
자율주행 시뮬레이터를 활용한 도로환경 적합도 평가 연구,임동현,대한교통학회,2021,
TBHP 처리 세포의 이미지 인식을 통한 세포 생존율 구분에 관한 연구                      = A Study on the classification of cell viability through image recognition of TBHP treated cells,박연균 ( Yeon-kyun Park ),한국정보처리학회,2021,
인접한 ITS RSU 간 통신 장애 해결 방안,성동규(Sung Dong Gyu),한국통신학회,2021,"['노변기지국(Road Side Unit)', '자율주행(Autonomous)', '지능형교통체계(Intelligent Transportation System)', 'WAVE(Wireless Access in Vehicular Environment)']"
V2X 및 카메라를 사용한 실시간 충돌 위험 판단 시스템,조원우(Jo Won Woo),한국통신학회,2021,
다양한 교통상황에 따른 2D LiDAR 센서의 간섭 현상에 대한 MATLAB 시뮬레이션,이기연(Gi Yeon Lee),한국통신학회,2021,
자율주행 차량기반 AR 실감가이드 시스템,정성욱(Sung-Uk Jung),한국통신학회,2021,
자율주행차량을 위한 Cooperative Perception 기술의 연구 동향,김영석(Youngseok Kim),한국통신학회,2021,
인공신경망을 이용한 V2X 네트워크의 분산 협력 측위 연산 간소화,김홍기(Hong Ki Kim),한국통신학회,2021,
소셜네트워킹을 이용한 분산형 차량 플랫폼에서 경험 정보를 이용한 실시간 정보공유 시스템 구현,지유석(Yu Seok Ji),한국통신학회,2021,
자율주행 단계 4+ 자율주행차를 위한 엣지 기반 Fallback 기법,이청화(Cheonghwa Lee),한국통신학회,2021,
정지차량 회피 자율주행 기능 구현,민경욱(KyoungWook Min),한국통신학회,2021,
