title,저자,발행기관,발행연도,핵심어
동적 지도 갱신을 위한 빅데이터 플랫폼 기반의 중복 객체 처리 방법,신수연(Sooyeon Shin),한국자동차공학회,2020,"['Autonomous Vehicle(자율주행 자동차)', 'V2X(차량 사물 통신)', 'Big Data(빅데이터)', 'Local Dynamic Map(동적지도)', 'Map Updates(지도갱신)']"
실 도로 자율주행 실증을 위한 관제 및 평가 시스템 개발에 관한 연구,김봉섭(Bong-Seob Kim),한국자동차공학회,2020,"['TMS(교통관제시스템)', 'Autonomous Vehicles(자율주행자동차)', 'Vehicle Safety Monitoring System(차량안전감시장치)', 'Safety Validation(차량안전성평가)', 'Vehicle to Everything Communication (차량·사물통신)']"
딥 러닝을 이용한 인터네트워크 토폴로지 내 네트워크 경계의 악성 패킷 필터링 스킴,김현우,국제차세대융합기술학회,2020,"['악성 패킷', '딥 러닝', '악성코드 탐지', '네트워크 보안', '정보 보호', '패킷 필터링', 'Malicious packet', 'Deep learning', 'Malware Detection', 'Network security', 'Information security', 'Packet filtering']"
하이브리드 차량의 에너지 효율을 최대화하기 위한 최적 제동 궤적,박석현(Seokhyeon Park),한국자동차공학회,2020,"['Regenerative braking(회생 제동)', 'Autonomous vehicle(자율주행 자동차)', 'Braking trajectory(제동 궤적)', 'Optimal design problem(최적 설계 문제)', 'Static problem(정적 문제)']"
"입체모형 활용 현황, 수요 및 구축 비용을 고려한 실현 가능한 3차원 입체모형 구축 방안 연구                      = A Study on Feasible 3D Object Model Generation Plan Based on Utilization, Demand, and Generation Cost",김민수,한국국토정보공사,2020,"['3차원 입체모형', '입체모형 구축비용', '정밀도', '디지털트윈', '자율주행', '3D Object Model', 'Generation Cost', 'Precision', 'Digital Twin', 'Autonomous Driving']"
자율주행차량의 IoT 교통안전시설 수용성 연구,김주빈,한국ITS학회,2020,
실외 이동로봇의 자율주행 기술 동향,정회룡,제어로봇시스템학회,2020,
[KOTI NEWS] 연구 관련 행사_‘코로나19와 경제 · 사회 · 산업 정책토론회’ 개최 외,편집부(편집자),한국교통연구원(KOTI),2020,
"국제표준을 통해본 자율주행차, 시스템반도체",최종찬(Jong-Chan Choi),한국자동차공학회,2020,
자율주행 위치 인식을 위한 정합 기반의 3D Lidar SLAM 구현,이선우(Sunwoo Lee),한국자동차공학회,2020,"['LiDAR(라이다)', 'Mapping(지도생성)', 'Localization(위치인식)', 'Registration(정합)', 'Rotation Matrix(회전행렬)', 'Translation Matrix(이동행렬)']"
[교통 관련 보도자료 중계] 보도자료를 통해 본 주요교통뉴스,김동준,한국교통연구원(KOTI),2020,
주파수 공유기법 SDR 플랫폼 통해 C-ITS 네트워크 간섭 대안 제시,박보성(Park bo sung),한국정보기술학회,2020,"['5G', 'IOT', 'C-ITS', 'info-communications', 'Big data', 'Smart City']"
V2X 연계 자율주행자동차 실증을 위한 가설 및 시나리오 개발 연구,신석산(Seok-san Shin),한국자동차공학회,2020,"['자율주행자동차(Automated Vehicle)', 'V2X(Vehicle-To-Everything)', '실증(FOT : Field Operational Test)', '가설(Hypothesis)', '시나리오(Scenario)']"
[특별회원사 동정] 한국남동발전_경남 지역 중소기업 스마트공장 구축 지원 외,편집부(편집자),대한기계학회,2020,
