title,저자,발행기관,발행연도,핵심어
특허분석을 통한 자율주행 분야의 경쟁력 분석,백현조(Hyun-jo Paek),한국정보통신학회,2021,"['Autonomous Vehicle', 'Self-driving', 'Patent Analysis', 'Patent Indicator', 'Competitiveness Analysis']"
첨단 ICT 기술에 대한 가치평가 모델 분석                      = Analysis of the Valuation Model for the state-of–the-art ICT Technology,오선진,국제문화기술진흥원,2021,"['ICT', 'Technology valuation', 'Technology Transfer/Transaction', 'Technology Commercialization', '정보통신 기술', '기술 가치평가', '기술 이전 및 거래', '기술 사업화']"
YOLOv5 모델 기반 효율적인 신호등 정보 인식 방안 개발,"주은오(Joo, Eun Oh)",대한공간정보학회(The Korean Society for Geo-Spatial Information System),2021,
자율 주행 차량 및 무인 이동체에서 활용되는 레이더 센서 기술에 대한 소개,이성욱,대한전자공학회,2021,
디지털 트윈 기반 시뮬레이터를 활용한 VILS 구축,정지원(Jiwon Jung),한국자동차공학회,2021,"['Scenario(시나리오)', 'Digital Twin(디지털 트윈)', 'Simulator(시뮬레이터)', 'AEB(긴급제동)', 'ADAS(운전자 지원 시스템)', 'Autonomous Vehicle(자율주행차량)', 'VILS(현실 융합 시뮬레이션)']"
지상전에서 다중 무인체의 선도-추종 대형제어 알고리즘을 이용한 장애물 충돌회피에 관한 연구,박신배,한국방위산업학회,2021,"['다중 무인체', '지상  무인 차량', '군집 주행', '인공전위장', '대형제어', '선도-추종', 'Multiple Unmanned Vehicle', 'Unmanned Ground Vehicle', 'Platooning Navigation', 'Artificial Potential Filed', 'Formation Control', 'Leader-Follower']"
선택적 주의집중 모델과 YOLO를 이용한 선행 차량 정지등 검출 시스템 구현                      = Implementation of Preceding Vehicle Break-Lamp Detection System using Selective Attention Model and YOLO,이우범,한국신호처리·시스템학회,2021,
정규화를 이용한 변동계수 기반 안개 특징의 하드웨어 구현                      = Hardware Implementation of Fog Feature Based on Coefficient of Variation Using Normalization,강의진,한국정보통신학회,2021,
복수주체에 의한 특허발명의 실시와 공동침해 규정의 도입방안                      = Implementation of Patent Inventions by Multiple Subjects and Introduction of Joint Infringement Regulations,권지현,경희대학교 법학연구소,2021,"['Joint direct infringement', 'indirect infringement', 'patent infringement by multiple subjects', 'tool theory', 'direct or control theory', '공동직접침해', '간접침해', '복수주체에 의한 특허침해', '도구이론', '지배관리론']"
라이다를 활용한 온실에서 작물 및 작업자 인식                      = Recognition of Crops and Workers Using Lidar in Greenhouses,이성규 ( Sungkyu Lee ),한국농업기계학회(The Korean Society of the Agricultureal machinery),2021,"['스마트농업', '라이다', '온실', '작업자']"
자율주행자동차를 위한 차선 인식을 통한 픽셀 기반 PID 제어,"문석준(Moon, Seokjun)",대한전기학회,2021,
센서 범위를 고려한 자율주행자동차 교차로 충돌 상황 시뮬레이션                      = Intersection Collision Situation Simulation of Automated Vehicle Considering Sensor Range,이장우,사단법인 한국자동차안전학회,2021,"['자동긴급제동장치 테스트 시뮬레이션', '교차로 시뮬레이션', '경로예측모델', 'AEB test simulation', 'Intersection simulation', 'Path Prediction model']"
자율주행로봇의 주행안정성 예측을 위한 실시간 디지털 트윈 모델 개발                      = Development of Real-Time Digital twin model of Autonomous Field Robot for Prediction of Vehicle Stability,한종부,제어·로봇·시스템학회,2021,"['digital twin', 'multibody dynamics', 'autonomous driving robot', '.']"
