title,저자,발행기관,발행연도,핵심어
자율주행차 개발을 위한 가상 V&V 플랫폼,손민혁(Minhyuk Son),한국자동차공학회,2020,
자율주행을 위한 도로환경모델링 및 인식기법 기술동향,강연식(Yeonsik Kang),한국자동차공학회,2020,
열차간 통신기반 열차자율주행제어시스템의 주행안전기능 설계 및 구현: Part Ⅱ,이병훈(Byung-Hun Lee),한국통신학회,2020,"['열차자율주행제어시스템', '주행안전기능', '차상ATP', 'SCADE', 'autonomous train control system', 'safety functions', 'onboard ATP']"
저속 충돌 시 차량 내 스마트폰 사용자의 목 관절 부하 연구,김은지(Eunjee Kim),한국자동차공학회,2020,"['Autonomous driving(자율주행)', 'Non-neutral head posture(비중립적자세)', 'Occupant(탑승자)', 'Whiplash injury(편타 손상)', 'Collision(충돌)', 'Rear-end collision(후방충돌)', 'Smartphone use(스마트폰 사용)']"
글로벌 과학난제 도전연구프로젝트 분석을 통한 우리나라 지질자원기술에의 바람직한 제언                      = Desirable Suggestions for Korean Geo-technology R&D through Analysis of the Global Grand Challenges and Moonshot Projects,김성용,대한자원환경지질학회,2020,"['과학난제', '지질자원기술', '초융합', '고등연구계획국(DARPA)', '문샷', 'scientific challenges', 'geoscientific', 'super-convergence', 'DARPA', 'moonshot']"
자율주행로봇을 위한 강인 H<SUB>∞</SUB> 샘플치 퍼지제어기 설계,지성철(Sung Chul Jee),한국지능시스템학회,2020,"['자율주행로봇', '타카기-수게노(Takagi-Sugeno) 퍼지모델', '샘플치제어', 'H&lt', 'SUB&gt', '∞&lt', '/SUB&gt', '제어', '선형행렬부등식', 'mobile robot', 'Takagi-Sugeno fuzzy model', 'sampleddata control', 'control', 'linear matrix inequalities(LMI)']"
트랙터 주행 제어를 위한 밭 경운 경계 및 선회 지점 검출                      = Plown boundary and turning point detection to control tractor,서다솜 ( Dasom Seo ),한국농업기계학회(The Korean Society of the Agricultureal machinery),2020,"['트랙터', '자율주행', '객체 검출', '객체 분할']"
자율주행자동차의 등장에 따른 배상책임과 증명책임의 과제                      = A Study on the Liability for Damages and the Burden of Proof Relating the Autonomous Car,임상혁,연세대학교 법학연구원,2020,"['자율주행자동차', '국제기술표준', '배상책임', '증명책임', '제조물책임', '구상권', 'autonomous car', 'technical standard', 'liability for damage', 'burden of proof', 'product liability']"
자율주행차의 충돌회피를 위한 Lidar기반 조향각 산출,최자형(Jahyong Choi),한국자동차공학회,2020,"['LiDAR (라이다)', 'Clustering (집단화)', 'ROS (로스)', 'Autonomous Vehicle (자율주행차)', 'Collision Avoidance (충돌회피)']"
자율주행 분야 웨이모(Waymo) 국내 특허 현황,김병년(Byoungnyoun Kim),한국자동차공학회,2020,
