title,저자,발행기관,발행연도,핵심어
다중 센서 기반 무한궤도형 이동로봇의 실외 자율 주행시스템                      = Outdoor Navigation System of Caterpillar Mobile Robot Based on Multiple Sensors,방효석,한국지능시스템학회,2022,"['무한궤도형 이동로봇', '실외 주행', '자율주행시스템', '상태 추정', 'Caterpillar mobile robot', 'outdoor navigation', 'autonomous navigation system', 'state estimation']"
차량 내 인포테인먼트 기능군별 정보 안내 방식 분석 : 비디오 관찰 기법을 중심으로,이승은(Seungeun Lee),한국HCI학회,2022,"['Infotainment', 'Information Guide', 'Manual', 'Help', 'Car UX', 'Ethnography']"
Performance Analysis of RSU Relaying in the Vehicular Network,Hye Young An(안혜영),한국통신학회,2022,"['RSU Relaying', 'V2I communication', 'Autonomous vehicle', 'Numerical analysis', 'Simulation']"
딥러닝 기반 카메라 센서 고장 예측 모델,성재호(Jaeho Seong),한국통신학회,2022,
클라우드 환경에서의 자율주행차를 위한 P2P 기반 판번호 분류 아키텍처,Mehdi Pirahandeh,한국차세대컴퓨팅학회,2022,"['Distributed plate number recognition', 'Deep learning', 'LSTM']"
스마트 자율주행 공기청정기 시스템 개발                      = Development of the Smart Autonomous Moving Air Purifier System,임아연,한국인터넷방송통신학회,2022,"['Air Purifier', 'App', 'Autonomous Moving', 'Fine dust', 'Web']"
저비용 조건부 자율주행 시뮬레이터 개발 및 평가,황지우(Jiwoo Hwang),한국HCI학회,2022,"['조건부 자율주행 자동차', '시뮬레이터', 'Takeover', '2차 과업']"
자율주행 트램 차량을 위한 속도 추종 제어기 설계                      = Design of a Velocity Tracking Controller for an Autonomous Tram Vehicle,박성원,대한전기학회,2022,"['Trajectory tracking', 'Time delay', 'Autonomous tram vehicle']"
DNA+드론 통신: 5G 통신과 드론 ICT 융합 플랫폼,정양재,한국통신학회(Korea Institute Of Communication Sciences ),2022,
자율주행 차량의 안전성 확보를 위한 시뮬레이션 기반 인공지능 기술,이찬수,대한전자공학회,2022,
제4차 산업혁명의 도래와 미래도로환경변화에 따른 도로교통법 진단 및 입법전략 방향                      = Analysis and Legal Strategy on the traffic Law in the Advent of the 4th Industrial Revolution and Road Environment Change,김용훈,경상국립대학교 법학연구소,2022,"['he Traffic Act', 'the Fourth Industrial Revolution', 'Changes in Road Environment', 'Autonomous Vehicles', 'California Vehicle Code (CVC)', '도로교통법', '제4차 산업혁명', '도로환경변화', '자율주행차', '캘리포니아 자동차법']"
격자기반 양자내성암호에서 RST를 이용한 기각 샘플링 병렬 최적화 구현                      = Implementation of Parallel Optimization of Rejection Sampling using RST in Lattice-Based Post-Quantum Cryptography,안상우,한국정보과학회,2022,"['전자서명 알고리즘', '양자내성암호', 'CRYSTALS-Dilithium', '그래픽 처리 장치', '기각 샘플링', 'digital signature algorithm', 'post-quantum cryptography', 'CRYSTALS-dilithium', 'graphic processing units', 'rejection sampling']"
고속도로부 자율주행차 Fallback 상황 대응을 위한 시나리오 구축 연구 : Topic Modeling을 이용하여,채오성,한국도로학회,2022,
비주기적 광위상배열에서 Side-lobe Level이 최소화된 구조 설계를 위한 최적화 알고리즘의 비교 연구                      = Comparative Study of Optimization Algorithms for Designing Optimal Aperiodic Optical Phased Arrays for Minimal Side-lobe Levels,이보해,한국광학회,2022,"['라이다', '광위상배열', '최적화 알고리즘', 'Lidar', 'Optical phased array', 'Optimization algorithm']"
중국 자율주행차 테스트베드 관련 표준 분석을 통한 K-City 고도화 방안 수립에 관한 연구                      = Study on the Development of K-City Roadmap through the Standard Analysis of the Test-Bed for Automated Vehicles in China,이상현,한국자동차안전학회,2022,
방역수칙 위반 감시를 위한 자율주행 서비스 로봇 개발,이인규(In-kyu Lee),한국컴퓨터정보학회,2022,"['SLAM', 'YOLO', 'Service Robot', '자율주행(Self-driving)']"
재난약자 수평 대피도움 장치 이동 성능평가에 관한 연구                      = Performance Evaluation of Horizontal Movement Support Devices for the Vulnerable in Fire Incidents,"양민혁(Yang, Min-hyeok)",한국방재학회,2022,"['재난약자', '이동장치', '보조장치', '피난', '성능평가', 'The Vulnerable', 'Movement Device', 'Support Device', 'Evacuation', 'Performance Evaluation']"
자율주행 자동차의 사고안전성 평가용 로봇 설계 및 제작,정재일(J. I. Jeong),한국기계가공학회,2022,"['Low-profile robot', 'Robot design', 'Automated vehicles', 'Safety evaluation']"
자율주행로봇 플랫폼 기반의 액체식 제습 시스템 개발,이선기(Seon Gi Lee),대한기계학회,2022,"['Liquid ring vacuum pump(수봉식 진공펌프)', 'Liquid desiccant(액체 제습제)', 'Potassium formate(포름산 칼륨)', 'Vacuum pressure(진공압력)']"
시뮬레이션으로 구현된 자율주행차량 거동 적정성 평가 방법론 개발 연구,조영,한국ITS학회,2022,"['자율주행', '자율차 거동 적정성', '주행 시뮬레이션', '교통 시뮬레이션', 'Autonomous driving', 'Suitability of AV maneuvers', 'Driving simulation', 'Traffic simulation']"
다수 자율주행용 센서 기반 멀티모달 딥러닝을 통한 레이더 고스트 표적 탐지,이인균(Ingyun Lee),한국통신학회,2022,
모바일 및 HMD 기기 대상의 물체 탐지 프로그램 구현,홍석민(Seok Min Hong),한국통신학회,2022,
‘5G기반 자율주행 융합기술 실증 플랫폼’ 및 ‘DSSAD 데이터 추출/분석시스템 개발’ 사업 현황,권성진(Seong-Jin Kwon),한국자동차공학회,2022,
