title,저자,발행기관,발행연도,핵심어
A Suggestion on the Ethics in Artificial Intelligence,김용의,한양대학교 법학연구소,2020,"['인공지능', '인공지능 윤리', '딥러닝', '알고리즘', '윤리적 가이드라인', '블랙박스 신경시스템', '자율주행 자동차. 스마트 팩토리', 'Artificial Intelligence', 'AI Ethics', 'Deep Learning', 'Algorithm', 'Regulatory Guidelines', 'Black Box Neural System', 'Autonomous Car', 'Smart Factory']"
적응형 되먹임 기반 종방향 자율주행 구동기 고장 탐지 및허용 제어 알고리즘 개발                      = Development of an Adaptive Feedback based Actuator Fault Detection and Tolerant Control Algorithms for Longitudinal Autonomous Driving,오광석,사단법인 한국자동차안전학회,2020,"['Feedback control(되먹임 제어)', 'Autonomous driving(자율주행)', 'Fault detection(고장 탐지)', 'Fault tolerant control(고장 허용 제어)', 'Recursive least squares(순환 최소 자승)']"
첨단자동차의 전자파 내성 실험 환경에 관한 연구: 카메라 센서를 중심으로                      = Electromagnetic Immunity Test Environments of Advanced Vehicles with Camera Sensor Systems,우현구,사단법인 한국자동차안전학회,2020,"['Advanced vehicle(첨단자동차)', 'Automated driving system(자율주행 자동차)', 'Semi anechoic chamber(전자파 무반사실)', 'Camera sensor(카메라 센서)', 'Electromagnetic immunity test environment(전자파 내성시험환경)', 'Safety standard(안전규격)']"
자율주행시스템 고장 및 분기로 진출 상황 제어권 전환 알림방법 연구,홍사라(Sara Hong),한국자동차공학회,2020,"['Driver-Vehicle Interaction(운전자-차량 상호작용)', 'Take over(제어권 전환)', 'Take over request(제어권 전환 알림)', 'Driver reaction(운전자 반응)', 'Driving simulator(차량 시뮬레이터)', 'Visual modality(시각)', 'Auditory modality(청각)', 'Haptic modality(촉각)']"
자율주행 상황에서의 제어권 이전 시 조향 이질감 개선에 관한 연구,윤대훈(Daehun Yun),한국자동차공학회,2020,"['Automated-Driving Mode (자율 주행 모드)', 'Manual-Driving Mode (수동 운전 모드)']"
DDS 기반 열차자율주행시스템 데이터통신 미들웨어 설계,채성윤,대한전기학회,2020,
1/10 스케일 자율주행 모형차를 이용한 교내 미세먼지 측정 및 공기질 분석,김도영(Doyoung Kim),한국자동차공학회,2020,"['1/10 Autonomous Car(1/10 스케일자율주행 모형차)', 'Fine Dust(미세먼지)', 'Indoor Air Quality(실내 공기질)']"
위치증명기반 블록체인 네트워크를 활용한 사물 간 에너지 직거래 시스템에 관한 연구                      = A Study on the M2M Energy Trading System Using Proof of Location Blockchain Network,김영곤,한국에너지학회,2020,
AVM 정지선인지기반 도심환경 종방향 측위보정 알고리즘                      = AVM Stop-line Detection based Longitudinal Position Correction Algorithm for Automated Driving on Urban Roads,김종호,사단법인 한국자동차안전학회,2020,"['Automated Driving(자율주행)', 'Position Correction(위치 보정)', 'Stop-line Detection(정지선 인지)', 'ROS(로봇 운영체제)']"
자율주행 기술 도입을 위한 법·제도 정책 동향,정광복,한국도로학회,2020,
자율주행 환경 도로시설 자료수집 방안,김지수,한국도로학회,2020,
자율주행을 위한 멀티태스크 딥러닝 반도체 설계,장성준(Sung-Joon Jang),한국자동차공학회,2020,
자율주행 셔틀 및 서비스 개발 동향,김문식(Moon-Sik Kim),한국자동차공학회,2020,
자율주행 자동차의 제어권 전환 시간 확보를 위한 차간 통신 기반 종방향 제어 알고리즘 개발                      = Development of a Longitudinal Control Algorithm based on V2V Communication for Ensuring Takeover Time of Autonomous Vehicle,이혜원,한국자동차안전학회,2020,['-']
자율주행 버스의 종방향 제어를 위한 질량 및 종 경사 추정기 개발                      = Vehicle Mass and Road Grade Estimation for Longitudinal Acceleration Controller of an Automated Bus,조아라,사단법인 한국자동차안전학회,2020,"['Automated Driving(자율주행)', 'Longitudinal Acceleration Control(종 방향 가속도 제어)', 'Discrete Kalman Filter(이산 칼만 필터)', 'Recursive Least Square Estimator(순환최소자승법)']"
자율주행 경로 추종 성능 개선을 위한 차량 조향 시스템 특성 분석                      = Vehicle Steering System Analysis for Enhanced Path Tracking of Autonomous Vehicles,김창희,사단법인 한국자동차안전학회,2020,"['Autonomous driving(자율 주행)', 'Steering control(조향 제어)', 'Stability(안정성)', 'Path tracking(경로 추종)']"
자율주행 차량의 Fail-Safe 통합 로직 개발,전승욱(Seunguk Jeon),한국자동차공학회,2020,"['Fail-Safe System(고장안전시스템)', 'Fuzzy Logic(퍼지논리)', 'MRM(최소위험전략)', 'Stop in Path(경로내정차)', 'Safe Distance(안전거리)', 'Collision Prevention(충돌회피)', 'Get off Path(차로이탈)', 'Park vehicle(갓길에 정차)']"
레벨3 자율주행자동차의 운전자-차량 인터랙션 연구를 위한 Dataset 구축,이영석(Youngseok Lee),한국자동차공학회,2020,"['자율주행자동차(Automated Vehicle)', '제어권 전환(Take-over Request)', '운전자 반응(Driver Reaction)', 'NDRT(Non-driving related tasks)', '데이터셋(Dataset)']"
완전자율주행자동차 사고의 과실범 성립 및 범죄화의 문제점 고찰,김호,한국자치경찰학회,2020,"['자율주행자동차', '자율주행시스템', '인공지능', '과실범', '운전자 과실', 'self-driving car', 'self-driving system', 'artificial intelligence', 'negligence', 'offence of driver-negligence']"
도심 항공 모빌리티 기능에 따른 안전개념융합 디자인 콘셉트의 시사점 고찰,"구상(Koo, Sang)",한국전시산업융합연구원,2020,"['안전융합(Safety Convergence)', 'Urban Air mobility(도심 항공 모빌리티)', '기체형태(Fuselage shape)', '날개구조(Wing structure)', '승객 안전성(Passenger safety)', '캐빈 구조(Cabin structure)']"
고속도로 화물차의 군집주행이 교통류에 미치는 영향 및 전용차로 효과 연구                      = A Study on the Impacts of Truck Platooning on Freeway Traffic-Flow and the Effect of Dedicated Lane,김주혜,한국ITS학회,2020,"['화물차 군집주행', '자율주행', 'CACC', '전용차로', '고속도로', 'Truck Platooning', 'Automated Driving', 'CACC', 'Dedicated Lane', 'Freeway']"
