title,저자,발행기관,발행연도,핵심어
친환경 차동차용 내열 고전압 플랫 케이블 개발,유영철,한국품질경영학회(The Korean Society for Quality Management),2020,"['플랫 케이블', 'Flat Cable', '고전압', 'High Voltage', '내열성', 'Heat resistance']"
상용차 자율 군집 주행 평가를 위한 하이브리드 V2X 통신 플랫폼 설계                      = Design of Hybrid V2X Communication Platform for Evaluation of Commercial Vehicle Autonomous Driving and Platooning,진성근 ( Seong-keun Jin ),한국항행학회,2020,"['Vehicle to everything', 'Wireless access in vehicular environments', 'Cooperative intelligent transport system', 'Long term evolution', 'Platooning']"
자율 주행 지원을 위한 도로 시설의 취득 항목 선정 및 DB 구축 방안,박재홍,대한교통학회,2020,
자율주행 KODAS 데이터의 소개와 활용방안,조국,대한교통학회,2020,
데이터 기반의 자율주행 생태계 조성,임경일,대한교통학회,2020,
기하구조에 따른 자율협력주행차량 센서의 성능저하 연구,황보준,대한교통학회,2020,
Deep Neural Network 기반의 예방적 자율주행시스템 설계 연구: TAAS 데이터를 중심으로,강민희,대한교통학회,2020,
자율주행 시대를 대비한 긴급 교통 수신호 인식 시스템,곽영태(Young-Tae Kwak),한국컴퓨터정보학회,2020,"['YOLO(You only look once)', '자율주행 자동차(Autonomous Vehicle)', '수신호(Hand Signal)']"
타이어 변형량의 무선 계측 시스템 구현                      = Implementation of Wireless Measurement System for Tire Deformation,박상수(Sang-Su Park),한국전자통신학회,2020,"['스트레인 게이지 센서', '타이어 변형량', '무선 통신', '자율 주행 자동차', 'Strain Gauge Sensor', 'Tire Deformation', 'Wireless Communication', 'Autonomous Vehicle']"
"자율주행자동차(Level 2, 3)에서 제어권 전환 시 Convolutional AutoEncoder를 활용한 주행 안정도 정량화와 검증",박진혁,대한산업공학회(The Korean Institute of Industrial Engineers),2020,
적응적 쌍선형 보간 이미지 피라미드를 이용한 DPM 기반 고속 객체 인식 기법                      = Fast Object Detection with DPM using Adaptive Bilinear Interpolated Image Pyramid,한규동,한국방송∙미디어공학회,2020,"['object detection', 'deformable part models', 'image pyramid', 'bilinear interpolation', '.']"
4차 산업혁명기술의 감정평가업무 활용과 영향                      = The Utilization and Influence of Fourth Industrial Revolution Technology in Appraisal Work,김선주,한국부동산원,2020,"['Fourth Industrial Revolution technology', 'ANOVA analysis', 'Scheffe test', 'Dunnett T3', '4차 산업혁명기술', 'ANOVA 분석', 'Scheffe 검정', 'Dunnett T3 검정']"
[교통 관련 보도자료 중계] 보도자료를 통해 본 주요교통뉴스,김동준,한국교통연구원(KOTI),2020,
