title,저자,발행기관,발행연도,핵심어
자율주행 특화도로 해외 사례 검토,김태경,대한교통학회,2021,
차선없는 도로에서의 모빌리티의 자율주행,김준수(Junsoo Kim),한국자동차공학회,2021,"['Autonomous Driving(자율주행)', 'Semantic Segmentation(영상분할)', 'Crosswalk Detection(횡단보도 인식)', 'Obstacle Detection(장애물 감지)', 'Supervised Learning(지도학습)', 'API(애플리케이션프로그래밍인터페이스)']"
자율주행 로봇을 위한 공공 맵 기반 지도 제작 프레임워크 개발                      = Development of Cartographic Framework for Autonomous Mobile Robot using Public Maps,이지훈,제어·로봇·시스템학회,2021,"['cartographic framework', 'autonomous mobile robot', 'public maps']"
3기 신도시 계획과제와 남양주 왕숙2지구 마스터플랜,"조영주(Cho, Youngju)",한국도시설계학회,2021,"['3기 신도시', '남양주 왕숙2', '입체적 도시공간계획', '포스트 코로나', '유유자족 도시', 'The 3rd Generation New Towns', 'Namyangju Wangsuk2', 'Three-Dimensional Urban Space Planning', 'Post Covid-19', 'Slothophical City']"
자율주행자동차법 시행의 의미와 향후 과제,이해원,한국인터넷자율정책기구,2021,
"병사 대신 수색하는 무인수색차량, 탐색개발 완료 : 자율주행, 인공지능 등 탑재... 내년 체계개발 돌입",편집부(편집자),한국방위산업진흥회,2021,
자율주행 서비스 구현과 자율주행버스 안전성과 연결성 표준 개발,김규옥,한국도로학회,2021,
자율주행차 상용화 대비 법제 개선 방향 연구                      = A Study on the Direction of Legal Improvement in Preparation for the Commercialization of Autonomous Vehicles,조준연,도로교통공단,2021,"['자율주행차', '운전자', '자율주행시스템', '운전면허', '법적 책임', 'Autonomous Vehicles', 'Driver', 'Automated Driving System', 'Driver License', 'Legal Liability']"
AI시대에서의 개인정보자기결정권의 재검토 : EU 개인정보보호법을 소재로 하여                      = Review of the right to self-determination of personal data in the AI era - based on the EU Personal Data Protection Act,함인선(Ham In-Seon),전남대학교 공익인권법센터,2021,"['개인정보자기결정권', '인공지능', '개인정보', '일반정보보호규칙', '개인정보보호권', '데이터경제', 'right to the protection of personal data', 'AI', 'personal data', 'GDPR', 'data economy', 'privacy']"
자율주행 트랙터를 위한 적응형 확장칼만필터를 기반의 저가형 GNSS/INS 센서 시스템 기초 연구                      = Study of Adaptive Kalman Filter for an Autonomous Tractor using Low-cost GNS/INS Navigation System,전찬우,한국농업기계학회(The Korean Society of the Agricultureal machinery),2021,"['자율작업 트랙터', '센서 융합', 'GNSS', 'INS', '적응형 확장 칼만 필터']"
[교통 관련 보도자료 중계] 보도자료를 통해 본 주요교통뉴스,김동준,한국교통연구원(KOTI),2021,
우리나라의 인공지능(AI)서비스를 위한 개인정보보호 개선방안                      = The Improvement Plan for Personal Information Protection for Artificial Intelligence(AI) Service in South Korea,신영진,중소기업융합학회,2021,"['Artificial Intelligence(AI) service', 'Personal Information Protection', 'Legal Compliance', 'Processing Process', 'Risk Management', 'Protection Measures', '인공지능(AI)서비스', '개인정보보호', '법제적 기준', '처리과정', '위험관리', '보호조치']"
스마트 모빌리티 서비스를 위한 비용추정,천서형,한국디지털정책학회,2021,"['스마트 모빌리티 서비스', '비용추정', '전동화', '자율주행', '승차공유', 'Smart Mobility Service', 'Cost Estimation', 'Electrification', 'Autonomous Driving', 'Ride-sharing']"
지방환경세 도입방안의 모색,김필헌,한국지방세연구원,2021,"['지역자원시설세', '환경관련 부담금', '지방환경세', '탄소중립']"
자율주행 V2X 도입을 위한 표준화 및 주파수 정책                      = Standardization and Spectrum Policy for the Introduction of Autonomous V2X,강영흥,한국전자파학회,2021,"['Autonomous Driving', 'DSRC', 'C-ITS', 'IEEE802.11bd', 'NR-V2X']"
노약자 지원용 모빌리티 운용을 위한 인공지능기반 탑승자 의도인식 기술,김도현(Do-Hyun Kim),대한인간공학회,2021,"['Non-face-to-face', 'Voice recognition', 'Image recognition', 'Emotion recognition', 'Intention Analysis']"
인공지능 제어기를 위한 인공지능 해석기법 연구,김형호(Hyung Ho Kim),한국자동차공학회,2021,"['AI (인공지능)', 'AI Interpretation (인공지능 해석)', 'AI Testing (인공지능 테스팅)', 'Autonomous Driving (자율 주행)', 'Functional Safety (기능안전)', 'SOTIF(의도된 기능에 대한 안전)']"
네비게이션 Map Data를 활용한 자율주행 기술 동향,최진용,한국통신학회(Korea Institute Of Communication Sciences ),2021,
라이다 기반 과속 방지턱 인식 및 지면 제거                      = LiDAR-based Speed Bumps Recognition and Ground Removal,변예림,대한전자공학회,2021,"['Autonomous vehicle', 'Lidar', 'Ground removal', 'Speed bump']"
