title,저자,발행기관,발행연도,핵심어
자율 주행/전기자동차를 위한 압력 센서 연구동향,홍성민,대한금속재료학회,2021,
자율주행을 위한 SPAD 기반의 라이다 센서 기술: 현재와 미래,이명재,대한금속재료학회,2021,
동적 통행배정 기반의 도로부 Flex Zone 운영 평가 기초 연구,박진우,한국도로학회,2021,"['Dynamic Traffic Assignment', 'Flex Zone', '시뮬레이션', '자율주행자동차']"
자율주행 자동차 라이다 부품 소재 개발 동향,이현욱,대한금속재료학회,2021,
토양에 따른 자율주행 궤도차량의 작업 경로 추종 성능 평가                      = Evaluation of Path Tracking Performance of a Self-driving Tracked Vehicle,손준하,대한기계학회,2021,"['Tracked Vehicle', 'Self-driving', 'Path Tracking Performance', 'Co-simulation', '궤도차량', '자율주행', '경로 추종 성능', '연성해석']"
자율주행 차량의 안전한 상태 알림이 제어권 전환 시 상황 인식과 운전 수행에 미치는 영향                      = The Effect of Autonomous Driving Vehicle Positive Notification on Situation Awareness and Take-over Performance,지재영,국제문화기술진흥원,2021,"['Autonomous driving', 'Notification', 'Positive notification', 'TOR(Take-over Request)', '자율 주행', '알림음', '제어권 전환(TOR)', '안전 알림']"
자율주행을 활용한 실내 스마트 카트 시스템 구현,강수민(Soo-Min Kang),한국정보기술학회,2021,"['autonomous driving', 'ROS', 'OpenCV', 'deep learning', 'LiDAR SLAM', 'smart cart', 'application']"
자율 주행을 위한 위치 측위 기술 동향,우상봉,한국통신학회(Korea Institute Of Communication Sciences ),2021,
스스로 차체 높낮이를 조절하여 장애물을 넘어 갈 수 있는 RC자동차,김지훈(Kim Jihoon),한국정보기술학회,2021,"['RC car', 'ultrasonic sensor', 'servo motor', 'DC motor', 'PWM motor driver']"
운전자의 차량 자율화 적용 수준에 따른 운전행동 선택 모형,김도현,대한교통학회,2021,
V2H 디자인씽킹 기반 요구사항 설계,이상화,대한교통학회,2021,
"[KOTI NEWS] 한국교통연구원, ‘제8회 국제전기자동차 엑스포’에서 제5회 전기차/자율주행차 국제포럼 세션 개최 외",편집부(편집자),한국교통연구원(KOTI),2021,
미래도로 설계를 위한 설계 요소의 기준 설정 방안(자율협력주행을 위한 미래도로 설계 및 실증 기술 개발),박재홍,대한교통학회,2021,
