title,저자,발행기관,발행연도,핵심어
주행 경로의 곡률 특성 반영을 통해 추종 성능을 향상시킨 가변 지평선 Model Predictive Control                      = A Variable Horizon Model Predictive Control Based on Curvature Properties of Vehicle Driving Path,최윤석,한국자동차공학회,2021,"['모델 예측 제어', '자율주행', '경로 추종', '예측 지평선', '가변 지평선', 'Model predictive control', 'Autonomous driving', 'Path tracking', 'Prediction horizon', 'Variable horizon']"
"2개의 비전 센서 및 딥 러닝을 이용한 도로 속도 표지판 인식, 자동차 조향 및 속도제어 방법론                      = The Road Speed Sign Board Recognition, Steering Angle and Speed Control Methodology for based on Double Vision Sensors and Deep Learning",김인성,한국전자통신학회,2021,"['Self Driving', 'Deep Learning', 'Traffic Sign', 'Hough Transform', 'Raspberry Pi', '자율 주행', '딥 러닝', '교통 표지판', '허프 변환', '라즈베리 파이']"
자율주행 기능 적용을 위한 정밀도로지도의 활용성 연구                      = A Study on High Definition Road Map Usability for Application of Autonomous Driving Function,오종민,한국디지털콘텐츠학회,2021,"['자율주행', '도로 네트워크', '정밀도로지도', '정밀도로지도 데이터', '정밀도로지도 활용성', 'Autonomous driving', 'Road network', 'High definition road map', 'High definition road map data', 'High definition road map usability']"
IDM을 이용한 자율주행자동차 시장점유율에 따른 고속도로 교통류 영향 분석,고우리,한국ITS학회,2021,"['고속도로', '자율주행자동차', '시장점유율', 'Intelligent Driver Model', 'VISSIM']"
자율주행차 ICT기술분야 국내외 표준화 현황,박준환(Junhwan Park),한국통신학회,2021,
인공지능 기반 유해조류 탐지 관제 시스템                      = Artificial intelligence-based harmful bird detection control system,심현,한국전자통신학회,2021,"['인공지능', '딥러닝', 'Drone', 'Machine Learning', 'Atonomous Driving', 'Control Systems', 'Harmful Birds']"
4차 산업혁명 시대 노인 일자리 창출 방안: 천안시를 중심으로,김칠현(Chilhyeon Kim),한국정보통신학회,2021,"['Doctor UAM', 'Transfering Emergency Patient', 'Island area', 'Cheonan']"
CNN 기반의 FMCW 레이더 신호 식별,차대웅(Daewoong Cha),한국통신학회,2021,
경운 경로 자동 안내를 위한 메타학습 기반 영역검출 기술 개발                      = Meta Learning-based region detection for auto-guidance of tillage path,강경민 ( Kyeong-min Kang ),한국농업기계학회(The Korean Society of the Agricultureal machinery),2021,"['메타학습', '딥러닝', '머신비전', '경운', '자율주행']"
자율주행을 위한 딥러닝 기반 다변량 회귀 기반의 저복잡도 다중 시계열 데이터 예측 모델,강승우(Seungwoo Kang),한국통신학회,2021,
자율주행도로환경 내 IoT 교통안전시설 정보 제공을 위한 D2V 무선 통신 메시지 데이터 셋 설계                      = Design of IoT-based Device-to-Vehicle Communication Message Data Sets for Wireless Information Provision in Autonomous Highway Environment,조용빈,대한교통학회,2021,"['autonomous driving', 'communication message data sets', 'device-to-vehicle', 'internet of things', 'traffic control device', '자율주행', '메시지 데이터 셋', 'D2V', '사물인터넷', '교통안전시설']"
MEC 환경에서 5G-V2X 기반 사고 예방 시스템 제안,우기문(Gimoon Woo),한국통신학회,2021,
