title,저자,발행기관,발행연도,핵심어
Mask EID 기반 CAN 프로토콜 보안성 강화 방안                      = Enhanced Security in CAN Protocol by  Mask EID,윤홍,국방보안연구소,2021,"['CAN', 'Network Acees', 'Mask', 'CAN', 'Random ID', 'Masking']"
비포장노면용 타이어테스트베드 개발에 관한 연구,이대경(Dae-Kyung Lee),대한기계학회,2021,"['타이어 테스트베드(Tire test bed)', '자율주행(Autonomous driving)', '험지(Off road)', '차량동역학(Vehicle dynamics)']"
자율주행 효율성 향상을 위한 활동성 장애물 추출에 관한 연구                      = A Study on the extraction of activity obstacles to improve self-driving efficiency,박창민,아이씨티플랫폼학회,2021,"['Activity obstacles', 'Center scene', 'Activity size', 'Activity repeatability', 'Self- driving']"
자율주행 환경의 전자기 해석을 위한 상용 및 자체 시뮬레이터 개발 동향                      = Commercial and In-house Simulator Development Trend for Electromagnetic Analysis of Autonomous Driving Environments,박우빈,(사)디지털산업정보학회,2021,"['Computational Electromagnetics', 'Numerical Analysis', 'Simulator', 'Simulation']"
도심에서의 무인 자율주행 시스템 연구 및 적용,정태혁(Tae-Hyeok Jeong),대한전기학회,2021,
Shareable Point를 이용한 차로 수준 위치참조 방법,이경민(Gyeongmin Lee),대한공간정보학회(The Korean Society for Geo-Spatial Information System),2021,
상용차 자율협력주행 플랫폼 평가를 위한 V2X 기반 평가환경 개발                      = Evaluation Environment based on V2X Communication for Commercial Vehicle Cooperative Autonomous Driving,정한균 ( Han-gyun Jung ),한국항행학회,2021,"['V2X', 'Cooperative Autonomous Driving', 'Test method', 'Evaluation environment', 'Infrastructure']"
Yocto Project 기반 ROS2 를 탑재한 청소로봇시스템 개발,김윤성(Yun-Sung Kim),제어로봇시스템학회,2021,"['Yocto', 'ROS', 'ROS2', 'cleaning robot', 'gazebo', 'robot simulator', 'SLAM', 'navigation', 'autonomous driving']"
도로공간정보 구축을 위한 기준점 거리 별 MMS 성과물의 정확도 평가,"이근왕(Lee, Keun Wang)",한국측량학회,2021,"['Accuracy Evaluation', 'Global Navigation Satellite System', 'Mobile Mapping System', 'Road Geospatial Information', '정확도 분석', '위성항법시스템', '모바일맵핑시스템', '도로공간정보']"
비전 센서를 이용한 실내 자율주행 이동 로봇의 자기위치추정,이채현(Chae-Hyun Lee),대한기계학회,2021,"['머신 비전(MachineVision)', '실내 측위(Indoor Localization)', '칼만 필터(Kalman Filter)']"
자율주행 평가용 가상주행환경 구축 방법론에 대한 연구,강원율(Wonyul Kang),대한기계학회,2021,"['Virtual Test Drive(가상주행환경)', 'openDRIVE(오픈드라이브)', 'openSCENARIO(오픈시나리오)', 'Mobile Mapping System(모바일 맵핑 시스템)', 'Vehicle dynamics model(차량 동역학 모델)', 'Autonomous Driving(자율주행)']"
보수적 규칙 기반 의사결정을 통한 자율주행 버스의 지역 경로 계획,고건희(Geonhee Ko),대한기계학회,2021,"['자율주행(Autonomous driving)', '지역 경로 계획(Local path planning)']"
정밀지도 구축을 위한 다중카메라기반 모바일매핑시스템 개발,"홍주석(Hong, Ju Seok)",한국측량학회,2021,"['Mobile Mapping System', 'HD Map', 'Multi-Camera', 'Time Synchronization', '모바일매핑시스템', '정밀지도', '다중카메라', '시각동기화']"
자율주행 성능평가를 위한 HIL기반 시뮬레이션 환경구축 연구                      = A Study on HIL-Based Simulation Environment Construction for Evaluation of Autonomous Driving Performance,이명수,한국통신학회,2021,"['Autonomous Driving', 'HIL Simulation', 'Evaluation scenario', 'Environment construction', 'ADAS']"
협조운용을 적용한 자율주행 차선변경에 관한 연구                      = A Study on Autonomous Vehicle Lane Change Method Using Cooperative Maneuver,장경진,한국콘텐츠학회(The Korea Contents Society),2021,
자율주행자동차의 주행 알고리즘 개발을 위한 조향 구동모듈 소개,최정현(Jung Hyun Choi),한국자동차공학회,2021,
고장 주입 시뮬레이션 기반 자율주행 자동차의 안정성 분석 및 고장안전 사양 도출,박형철(Hyungchul Park),대한기계학회,2021,"['Autonomous Driving Simulation(자율주행 시뮬레이션)', 'Fault Injection Test(고장주입 테스트)', 'Risk Assessment(위험성 평가)', 'Fail-safe Requirements(안전사양)']"
주변 교통참가자의 주행 의도 추정을 활용한 자율주행차 최적제어,한경석(Kyoung Seok Han),대한기계학회,2021,"['Game Theory(게임이론)', 'Optimal Control(최적제어)', 'Autonomous Vehicle(자율주행차)']"
교차로에서 자율주행을 위한 심층 강화 학습 활성화 함수 비교 분석                      = Comparison of Activation Functions using Deep Reinforcement Learning for Autonomous Driving on Intersection,이동철,한국인터넷방송통신학회,2021,"['Autonomous Driving', 'Deep Learning', 'Reinforcement Learning']"
