title,저자,발행기관,발행연도,핵심어
최대우도법을 이용한 라이다 포인트군집의 박스특징 추정                      = Box Feature Estimation from LiDAR Point Cluster using Maximum Likelihood Method,김종호,사단법인 한국자동차안전학회,2021,"['자율주행', '라이다 포인트 클라우드', '박스특징', '최대우도법', 'Autonomous Driving', 'LiDAR Point Cloud', 'Box Feature', 'Maximum Likelihood Method']"
모빌리티 산업의 변화에 따른 대중교통 분석,박진영,대한교통학회,2021,
차량 주행 중 긴급제동에 따른 누운 자세에서의 더미 거동 연구,신윤식(Y. S. Shin),Korean Society for Precision Engineering,2021,"['MADYMO', 'Dummy', 'Autonomous emergency Braking', 'Seat position']"
자율주행 자동차를 이용한 중학생 대상 인공지능 교육 프로그램 제언,류혜인(Hyein Ryu),한국컴퓨터교육학회(The Korean Association of Computer Education),2021,"['인공지능', '인공지능 교육', '피지컬 컴퓨팅', '자율주행 자동차']"
언택트 디지털경제의 규제 개선방안                      = A Study on Regulatory Reform for the Development of a Contactless Economy,심우현 ( Woohyun Shim ),한국행정연구원,2021,
험지주행 자율주행차량 동적거동 분석을 위한 스마트 테스트 베드 개발,이대경(D. K. Lee),Korean Society for Precision Engineering,2021,"['Autonomous vehicles', 'Humble ground', 'Smart test bed']"
자율주행 차량의 안전성을 위한 도로의 장애물 추출에 대한 기초 연구,박창민(Chang min Park),ICT플랫폼학회,2021,"['Self- driving', 'obstacle', 'extraction', 'Obstacle Area', 'Non Obstacle Area']"
[교통 관련 보도자료 중계] 보도자료를 통해 본 주요 교통 뉴스,김동준,한국교통연구원(KOTI),2021,
"[사진으로 본 교통] 글로벌 ‘자율주행기술’, 누가 누가 앞서가나?",편집부(편집자),한국교통연구원(KOTI),2021,
건설기계 자율주행을 위한 칼만필터 기반 시스템 상태 추정,박민철(Mincheol Park),한국자동차공학회,2021,"['객체 인식(Object Detection)', '객체 추적(Object Tracking)', 'YOLO v4(욜로 버전4)', 'Scaled YOLO v4(스케일드 욜로 버전4)', 'Kalman Filter(칼만 필터)', 'Sensor Fusion(센서 퓨전)', 'Autonomous Driving(자율 주행)', 'ROS(로봇 오퍼레이팅 시스템)']"
단안카메라와 YOLO V3 네트워크를 활용한 객체 거리 추정 알고리즘,정세윤(Se Yun Jung),한국자동차공학회,2021,"['Self-Driving Cars(자율주행자동차)', 'Monocular camera(단안카메라)', 'YOLO V3 Network(욜로 V3 네트워크)', 'Depth Estimation(거리 추정)', 'Proportional Expression(비례식)']"
자율주행자동차 음성 에이전트의 상황설명과 의사결정 요청이 탑승자 경험에 미치는 영향 - 콘텐츠 소비 맥락을 중심으로 -                      = Effects of Situational Information and Decision-Making Request on Passenger Experience by the Voice Agent in the Autonomous Car - Focusing on the Context of Content Consumption -,이석호,디자인융복합학회(구.한국인포디자인학회),2021,"['Decision-Making Request', 'Fully Automated Driving', 'Non-Driving Related Task', 'Situational Information', 'Voice Agent']"
자율주행차량의 제동 신뢰성 확보를 위한 리던던시 시스템 요구사항과 아키텍쳐 디자인,황우현(Woohyun Hwang),한국자동차공학회,2021,"['Automated Driving System(자동화 주행 시스템)', 'Redundancy Brake(이중화 제동)', 'Fallback mode(비상모드)', 'Level of Driving Automation(주행 자동화 단계)', 'Back-up Functions(고장 시 기능)', 'Failsafe(고장 안전)']"
딥뉴럴네트워크에서의 적대적 샘플에 관한 앙상블 방어 연구                      = Detecting Adversarial Example Using Ensemble Method on Deep Neural Network,권현,한국융합보안학회,2021,"['Machine learning', 'Evasion attack', 'Neural network']"
[교통 관련 보도자료 중계] 보도자료를 통해 본 주요 교통 뉴스,김동준,한국교통연구원(KOTI),2021,
가상 스캔 매칭을 이용한 3차원 점군 지도의 품질 평가                      = Quality Evaluation of 3D Point Maps using Virtual Scan Matching,백한나,한국정보과학회,2021,"['3D point map', 'localization', 'scan matching', 'virtual LiDAR scan', 'matching quality evaluation', '3차원 점군 지도', '자차 위치 추정', '스캔 매칭', '가상 라이더 스캔', '매칭 성능 평가']"
자율주행 시나리오 기반 패키지 레이아웃 디자인 가이드라인 요소 고찰,정우진(Woo-Jin Jeong),한국HCI학회,2021,"['자율 주행', '인테리어 디자인', '패키지 레이아웃 디자인']"
자율주행 확대로 인한 고속도로 이용률 증가는 경제성장에 기여하는가? : 지역별 패널 통계를 활용한 고속도로 이용률 확대와 경제성장과의 관계 분석을 통한 고찰                      = Can Self-driving Cars Contribute to Economic Growth? : Evidence from an Analysis of Highway Usage and Economic Growth based on Regional Panel Data in South Korea,정용훈,한국산업경제학회,2021,"['인프라', '경제성장', '수출', '총요소생산성', '장단기 인과관계', 'regional panel', 'infrastructure', 'economic growth', 'exports', 'total factor productivity', 'short-term and long-term causal effects']"
