title,저자,발행기관,발행연도,핵심어
자율주행차의 운행가능영역 및 기능 선정에 관한 연구,"박재홍(Park, Jeahong)",대한토목학회,2021,"['미래도로', '자율주행차', '운행가능영역', '자율주행 기능', 'AHP']"
가상환경 기반 자율주행 운전능력 평가방안 연구,"김중효(Kim, Joong Hyo)",대한토목학회,2021,"['자율주행 운전능력', '도로교통법', '가상현실', '자율주행 시험평가 도구', 'UC win-Road']"
자율주행 전용차로 설치에 따른 연속류 도로용량 산정을 위한 시나리오 개발 연구,"김형준(Kim, Hyeong Jun)",대한토목학회,2021,"['자율주행 전용차로', '자율주행자동차', '도로용량']"
자율협력주행을 위한 도로 인프라 대응 사례 및 시사점,"김수희(Kim, Soo Hee)",대한토목학회,2021,"['자율주행', '자율협력주행', '도로 인프라', 'CRCS']"
AI 기반 미래교통수단 운전능력시험평가단지 단계별 구축방안 연구,"박민철(Park, Min Chul)",대한토목학회,2021,"['자율주행', '시설구축', '평가단지', '도로교통법', 'PG(Proof Grooving)']"
비계층적 군집분석을 활용한 교통불평등 지역의 공간적 특성에 관한 연구,채오성,대한교통학회,2021,
자율주행과 연관된 산업의 부가가치에 대한 고찰,최병호,대한교통학회,2021,
자율주행 전용차로 설치에 따른 연속류 도로용량 산정 연구,김형준,대한교통학회,2021,
AI 기반 강화학습 신호제어를 통한 인접 교차로 옵셋 최적화,이효선,대한교통학회,2021,
도시부 자율주행셔틀 운행을 위한 도로 등급화 방법론 개발: 판교제로시티를 중심으로,서영훈,대한교통학회,2021,
자율주행차량의 수준에 따른 운전자 행동 거동 분석,"김도현(Kim, Do Hyeon)",대한토목학회,2021,"['자율주행차량', '운전 행동 의식', '인식 요소', '인적 요소']"
Extended Kalman Filter 기반 Side Slip Angle 추정 및 이를 기반한 차량의 횡방향 Sliding Mode Control 설계,최민성(M. S. Choi),Korean Society for Precision Engineering,2021,"['Electronic stability control', 'Side slip angle estimation', 'Extended kalman filter', 'Vehicle control', 'Sliding mode control']"
캔 버스 통신 보안 위협 및 기술 동향                      = CAN Bus Security Threats and Technology Trends,이민우 ( Min-woo Lee ),한국정보처리학회,2021,
상용 요트 모듈화 장치 추가 설치를 통한 자율주행과 편의 기능에 대한 방법                      = Method for autonomous driving and convenience functions by installing additional modular devices on commercial yachts,이민혁,한국정보처리학회,2021,
자율주행 기술 수용에 미치는 미디어 효과와 유희성의 매개 역할,전종우,한국PR학회,2021,
