title,저자,발행기관,발행연도,핵심어
스마트시티의 모빌리티 강화를 위한 공간정보 활용,서동조(Dong Jo Seo),대한공간정보학회(The Korean Society for Geo-Spatial Information System),2021,
배 과수원 대상 LiDAR 센서기반 과수 인식을 위한 이산 순차지연 기법 연구                      = A Study on Discrete Sequential Delay Method for Recognizing Fruit Trees based on LiDAR Sensor in Pear Orchards,양창주 ( Changju Yang ),한국농업기계학회(The Korean Society of the Agricultureal machinery),2021,"['speed sprayer', 'LiDAR', 'sequence delay', 'spray control', 'pear orchards']"
자율주행 무인우체국 서비스 공로 실증 및 이용자 반응,김영국,대한교통학회,2021,
자율주행 자동차 도입 수준에 따른 도시부 도로 탄소배출량 감소효과 추정,이혁준,한국ITS학회,2021,"['자율주행 자동차', '전기 자동차', '탄소 저감', '미시 시뮬레이션 분석', 'Autonomous Vehicle', 'Electric Vehicle', 'Carbon Reduction', 'Micro Simulation Analysis']"
Bus Bay 위치가 단속류 도로에 미치는 영향 분석 -SUMO Simulation를 통해,최동원,대한교통학회,2021,
"인공지능 시대, 문화예술 분야로의 확장                      = The Impact of Artificial Intelligence on the Future of Art and Culture Research",이지항 ( Jeehang Lee ),상명대학교 글로벌문화예술교육연구소,2021,"['인공지능', '딥러닝', '생성모델', '문화예술콘텐츠', '인공지능-문화예술 융합연구', 'Artificial intelligence', 'Deep learning', 'Generative models', 'Arts and culture contents', 'Convergence research on AI-arts and culture']"
자율주행 교통물류체계 미래전망과 정책제언,김규옥(Kyuok KIM),한국교통연구원(KOTI),2021,
대학 내 조경전공 교육과정에 있어 새로운컴퓨터 미디어 수업의 필요와 개선방향                      = The Need and Improvement Direction of New Computer Media Classes in Landscape Architectural Education in University,나성진,한국조경학회,2021,"['Design Education', 'Computational Design', '3D Design', 'Digital Technology', 'New Media', '조경설계교육', '컴퓨테이셔널 디자인', '3D 디자인', '디지털 테크놀로지', '뉴 미디어']"
자율주행 차량에서의 차선인식률 향상을 위한 객체탐지,김진홍(Jin-Hong Kim),한국정보기술학회,2021,"['Vehicle', 'Object Detection', 'Autonomous', 'Computer Vision', 'Shadow detection']"
모빌리티시대에 전기자동차(EV) 디자인의 현황 및 시사점 고찰                      = Analysis of the Current Status and Implications of Electric Vehicle (EV) Design in the Mobility Generation,배은준 ( Eunjoon Bae ),한국산업디자이너협회,2021,"['전기자동차', '모빌리티', '자동차디자인', '내연기관자동차', '디자인', 'Electric Vehicles', 'Mobility', 'Automotive Design', 'Internal Combustion Engine Vehicles', 'Design']"
국내외 자율주행차 테스트베드 분석 기반 국내 테스트베드 발전 전략 수립에 관한 연구,김예진,한국ITS학회,2021,"['자율주행차', '테스트베드', 'K-City', '경영환경분석', 'PEST 분석', 'SWOT 분석']"
스마트팜 내 자율주행을 위한 SLAM 기반 경로계획 알고리즘 현장평가                      = Field Evaluation of SLAM-based Path Planning Algorithms for Autonomous Driving in Smart Farm,박정현 ( Jeonghyeon Pak ),한국농업기계학회(The Korean Society of the Agricultureal machinery),2021,"['경로계획', '스마트팜', '자율주행', '현장평가', 'SLAM']"
미래 도시 모빌리티 디자인 콘셉트 구축을 위한 융합디자인 가치 요인의 고찰                      = An Observation on Convergence Design Value Factors for Future Urban Mobility Design Concept Building,구상,한국전시산업융합연구원,2021,"['Design value factor', 'Value factor', 'Usability', 'Service concept', 'Convergence design', '디자인 가치 요인', '가치 요인', '사용성', '서비스 콘셉트', '융합 디자인']"
악천후 날씨에서 고차원 특이값 분해를 통한 라이다의 노이즈 제거,손성호(Seongho Son),한국자동차공학회,2021,"['LiDAR(라이다)', 'Point Cloud(점 구름)', 'Denoising(노이즈 제거)', 'Adverse weather(주요용어)', 'Singular value Decomposition(특이값 분해)', 'Three-dimensional displays(3차원 디스플레이)']"
인공지능과 로봇의 군사적 활용과 선행 과제                      = Military Use of Artificial Intelligence and Robots and the Prerequisite,송윤선 ( Yun-seon Song ),한국국방기술학회,2021,"['인공지능', 'AI', 'Artificial Intelligence', '자율 무기체계', 'Autonomous Weapon System']"
[특집편집기] 미래자동차(전동화/자율주행) 주요 기술 동향,남일구,대한전자공학회,2021,
차량 거동 상태를 고려한 차량위치 측위 필터링 및 자동주차 시스템,정용우(Yong Woo Jeong),한국자동차공학회,2021,"['Autonomous Driving Vehicle(자율주행차량)', 'Autonomous Parking System(자동주차시스템)', 'Advanced Driver Assistance System(첨단운전자보조시스템)']"
악천후 상황이 라이다 센서에 미치는 영향 연구,김영주(Youngjoo Kim),한국자동차공학회,2021,"['LiDAR(라이다)', '3D Point Cloud(3D 포인트 클라우드)', 'Adverse Weather(악천후)', 'Noise(노이즈)']"
드론 영상자료 분석을 통한 신호교차로에서의 AV 교통류 용량 산정 기초연구,문준형,대한교통학회,2021,
자율주행자동차 주행안전성 확보를 위한 딜레마 상황 정의 및 운전 전략 도출,박성호,한국ITS학회,2021,"['자율주행자동차', '딜레마 상황', '주행안전', '운전 전략', '우선순위', 'Automated vehicle', 'Dilemmar situation', 'Driving safety', 'Driving strategy', 'Priority']"
카메라 센서를 이용한 딥러닝 기법과 칼만필터 기반의 도심지 차선인식 및 추적 알고리즘 성능평가,조주연(Juyeon Cho),한국자동차공학회,2021,"['Lane detection(차선인식)', 'Camera(카메라)', 'Deep learning(딥러닝)', 'Kalman filter(칼만필터)', 'Autonomous Vehicle(자율주행 자동차)']"
자율주행자동차법의 현황과 개선방안                      = Current Status and Improvement Plan of the Self-Driving Vehicle Act,박갑용,경상국립대학교 법학연구소,2021,"['Self-Driving Vehicle Act', 'Safety', 'Test Driving Section', 'Liability Insurance', 'Passive Policy', 'Social acceptability', '자율주행자동차법', '안전성', '시험운행구간', '책임보험', '소극적 정책', '사회적 수용성']"
지능형 이동로봇 기술과 응용,강창묵(Kang Chang Mook),대한전기학회,2021,
자율주행 시대의 도래와 경찰의 과제                      = The Advent of The era of Self-Driving and Police Challenges,송기복,한국경찰법학회,2021,"['Self-Driving Cars', 'Road Traffic Laws', 'Traffic Police', 'Criminal Responsibility', 'Driving Activities', '자율주행자동차', '도로교통법', '교통경찰', '형사책임', '운전행위']"
V2X 통신을 이용한 교차로 지역에서의 자율주행 방법에 관한 연구,윤형석(Yun Hyeong Seok),한국통신학회,2021,
현대자동차 자율주행 챌린지: 실차 자율주행을 위한 CarMaker 시뮬레이터 기반 자율주행시스템 연구,박창현(Changhyeon Park),한국자동차공학회,2021,"['자율주행시스템(Autonomous Driving System)', '물체인식(Object Detection)', '행동판단(Behavior Decision)', '경로계획(Path Planning)', '차량제어(Vehicle Dontrol)', '위치인식(Localization)']"
급격한 거동 변화에서의 트랙 유지 및 동적물체 추적을 위한 IPDAF 파라미터 최적화 연구,서동채(Dongchae Seo),한국자동차공학회,2021,"['Autonomous Driving (자율주행)', 'Dynamic Object Tracking(동적물체추적)', 'LiDAR(라이다)', 'Kalman Filter(칼만 필터)']"
자율주행차 실내 공간에 대한 분석,이재인(Jaein Lee),대한인간공학회,2021,"['자율주행차 실내 공간 설계', '소비자', '여가시간', '사용자 중심']"
센서감지 및 인공지능을 통한 자율주행 RC 카,SooHyeon Joen,한국차세대컴퓨팅학회,2021,"['RC car', 'Self-driving', 'Sensor detection', 'AI']"
자율주행 자동차의 효과적인 교육시스템 개발에 관한 연구,황성완(S. W. Hwang),한국기계가공학회,2021,"['Autonomous', 'Driving', 'Sensor', 'Education', 'Vehicle Control']"
자율주행 치안안전 연구동향,윤철희,한국통신학회(Korea Institute Of Communication Sciences ),2021,
자율주행 자동차를 위한 적응형 브레이크 시스템 소프트웨어 플랫폼 개발                      = Adaptive Brake System Software Platform for Self-Driving Cars,금대현,제어·로봇·시스템학회,2021,"['Brake system', 'self-driving car', 'real-time scheduling', 'AUTOSAR', '.']"
스마트시티와 서울의 산업,주재욱,서울연구원,2021,
열차자율주행 시스템을 위한 소프트웨어 기반 통신 장치 개발,고경준,한국철도학회,2021,
자율주행서비스 상용화 정책 지원방안,강경표,한국도로학회,2021,
자율주행차의 대중화와 제조물하자에 관한 중재가능성                      = Popularization of Autonomous Vehicles and Arbitrability of Defects in Manufacturing Products,김은빈,한국중재학회,2021,"['자율주행기술', '자율주행자동차', '제조물책임법', '자동차매매계약', '중재가능성', 'autonomous technology', 'autonomous vehicle', 'products responsibility law', 'automobile sales contract', 'arbitrability']"
스트레인 게이지 센서를 이용한 타이어 속도 측정                      = Tire Speed Measurement Using Strain Gauge Sensor,서영기,한국지능시스템학회,2021,"['Wheel Speed', 'Strain Gauge Sensor', 'Tire', 'Autonomous Vehicle', 'Deformation', '휠 속도', '스트레인 게이지 센서', '타이어', '자율주행자동차', '변형량']"
