title,저자,발행기관,발행연도,핵심어
UNECE 자동차 국제기준 월간 동향 (24),임종순(Jong Soon Lim),한국자동차공학회,2021,
자율주행 자동차의 수용의도에 관한 연구 - 소비자 지식의 조절효과를 중심으로                      = A Study on the Acceptance Intention of Autonomous Vehicle - Focusing on the Moderating Effect of Consumer Knowledge,조상리 ( Cho Sang Lee ),한국정보시스템학회,2021,"['United Theory of Acceptance and Use of Technology', 'Trust', 'Acceptance Intention', 'Consumer Knowledge']"
교통소외지역 주민의 공공형 교통 서비스 이용현황 분석을 통한 자율주행 모빌리티 서비스 구현 방향 도출,김아름,한국ITS학회,2021,"['교통소외지역', '자율주행', '공공형 교통수단', '이용자 설문조사']"
자율주행차량 관점에서의 돌발상황 정의 연구,김동협,한국ITS학회,2021,"['자율주행차량', '돌발상황', '사고사례']"
도심자율협력주행을 위한 자율차량의 안전성 평가에 관한 연구,강민지,한국ITS학회,2021,
자율주행기술에 따른 주차 변화 영향 연구 : 서울시 도심을 대상으로,김원호,한국ITS학회,2021,
교통소외지역 모빌리티 서비스를 위한 자율주행 운영설계영역 분석,우보람,한국ITS학회,2021,"['자율주행자동차', '설계운행영역', '교통소외지역', '자율주행 시범운행지구']"
자율주행 혼재 시 교통류 평가기법 개발 방향에 관한 연구,김호연,한국ITS학회,2021,
치안을 위한 자율주행 기술의 현황과 적용방안에 대한 연구,박장우,한국ITS학회,2021,
자율주행과 V2X 통신 적용에 대한 연구,민순호,한국ITS학회,2021,
국내외 사고조사 체계 비교를 통한 교통사고 조사 개선 방향 도출 260,이요셉,한국ITS학회,2021,"['교통사고', '자율주행', 'ADAS', '교통사고 조사 보고서', '교통사고 조사 항목']"
자율주행 차량의 안전과 보안시큐리티에 대한 연구,김정중,한국ITS학회,2021,
자율협력주행차량 도로 주행안전성 평가 방안,오철,대한교통학회,2021,
자율협력주행을 위한 미래도로 설계 및 실증 기술 개발 자율주행차 혼합 교통류 특성 분석,이진우,대한교통학회,2021,
실차 기반의 대형버스용 자율주행 네트워크의 성능 검증에 관한 연구,권지훈(J. H. Kwon),Korean Society for Precision Engineering,2021,"['Autonomous driving', 'Automotive ethernet', 'Heavy vehicle', 'Network topology', 'Protocol conversion']"
자율군집주행 차량 유무에 따른 운전자 주행 행태 분석,양삼규,대한교통학회,2021,
도시레벨 UAM 운영의 경제성 검증을 위한 초기 일반화 비용모델 제시,김상규,대한교통학회,2021,"['도심 항공 모빌리티', '일반화 비용', '경제성 검증', '최적 계획']"
자율협력주행 시대의 도로 공간 수요 분석 방안 : Flex Zone 설치의 네트워크 영향도 분석 - AV 이동성을 중심으로,김정화,대한교통학회,2021,
자율주행자동차 시대의 도심도로 변화 예측,박지은,한국ITS학회,2021,
개인 특성 기반 선호 자율주행 패턴 분석 연구,황순천,한국ITS학회,2021,
인프라 센서 기반의 도로 상황 인지 고도화 기술 개발,문철,대한교통학회,2021,
「제4차 대중교통 기본계획(안)」,박준식,대한교통학회,2021,
위험원 분석 기반의 자율주행 안전 요구사항 도출,최정록(Jeong-rok Choi),대한교통학회,2021,
악천후 자율주행을 위한 이미지 복구 기반의 시각적 인식,이윤관(Younkwan Lee),한국정보과학회,2021,
자율주행 A.I 성능개선을 위한 블록체인 기술 적용방안,이정륜,한국ITS학회,2021,
자율주행 준법운행을 위한 시뮬레이션 실증평가 연구,김남선,한국ITS학회,2021,
IPM 기반 정밀도로지도 매칭을 통한 지도 신속 갱신 방법                      = Quickly Map Renewal through IPM-based Image Matching with High-Definition Map,김덕중,대한원격탐사학회,2021,"['HD map', 'IPM', 'Localization', 'map update', 'GNSS', 'INS']"
오버헤드 최소화를 통한 임베디드 GPU 환경에서 멀티 DNN 추론 성능 향상                      = Improving Multi-DNN Inference Performance under Embedded GPU Environments with Overhead Minimization,임철순,대한전자공학회,2021,"['Deep learning', 'GPU', 'Multi-DNN execution', 'Embedded system']"
자율주행 시대에도 최우선 가치는 ‘안전’과 ‘사람’,이주민,한국교통연구원(KOTI),2021,
지역기반 과학기술 R&D 사례,권정훈,경인행정학회,2021,
TSN 기반 자율주행차량 네트워크의 Fault Tolerance를 위한 토폴로지 설계 방법,한준영(J. Y. Han),Korean Society for Precision Engineering,2021,"['Network', 'Fault tolerance', 'Time sensitive networking', 'Ethernet', 'Autonomous driving']"
실차 충격 조건 계측을 통한 자율 주행 레이더 센서 충격 시험법 개발,박제우,한국신뢰성학회,2021,
자율주행기술에서의 지리정보활용 및 전망,박종열(Jong Yol Park),대한지리학회,2021,
영상 특징점의 거리값을 이용한 Stereo Visual Inertial Navigation System 최적화                      = Visual Inertial Navigation System Optimization using The Depth of Features with Stereo,박준수,대한전자공학회,2021,"['SLAM', 'Camera', 'IMU', 'VINS', 'Stereo', 'Fusion']"
자율주행 자동차의 성능평가를 위한 로봇 시스템 설계 개선,정재일(J. I. Jeong),Korean Society for Precision Engineering,2021,"['Automated vehicle', 'Safety assessment', 'Target robot']"
자율주행 차량의 수신호 적용에 대한 연구,신인경,한국ITS학회,2021,
자율주행 자동차 수용의도에 대한 소비자 저항에 관한 연구,조상리,대한경영정보학회,2021,"['자율주행 자동차', '불편함', '불안감', '관성', '소비자 저항', '수용의도', 'Autonomous vehicle', 'Discomfort', 'Anxiety', 'Inertia', 'intention to accept']"
"Cloud, Edge, Car 3-tier 연계 자율주행 공통SW플랫폼",손동환,한국ITS학회,2021,
SCC 실차시험 기반 RSS 안전모델의 반응시간에 대한 연구,이도훈,한국ITS학회,2021,"['책임민감성안전', '스마트 크루즈 킨트롤', '반응시간', '자율주행차', '첨단운전자보조시스템', 'RSS', 'SCC', 'Reaction time', 'Self-driving car', 'ADAS']"
자율주행 자동차 도입 수준에 따른 탄소배출량 감소효과 추정,이혁준,한국ITS학회,2021,"['자율주행 자동차', '전기 자동차', '탄소 저감', '미시 시뮬레이션 분석']"
자율주행자동차 혼입 비율에 따른 도로 용량 분석 및 포화교통류율 보정계수 산정 연구,박지은,한국ITS학회,2021,"['자율주행자동차', '단속류', '도로 용량', '포화차두시간', '포화교통류율 보정계수']"
자율주행차량 개발을 위한 유연한 멀티 로깅 시스템,성경복,한국ITS학회,2021,
자율주행차량 수집정보를 활용한 AI 기반 신호제어시스템 개발,김원호,한국ITS학회,2021,"['자율주행차량', '실시간 교통정보', 'AI 기반 신호제어', '신호 최적화', '평균제어지체']"
자율주행 법 ‧규제 대응 서비스 시나리오 실효성 검증 기술,김경원,한국ITS학회,2021,
자율협력주행을 위한 엣지 인프라의 센서배치 최적화 연구,오광만,한국ITS학회,2021,
자율주행 AI 서비스 통합 프레임워크 구조 설계,이정우,한국ITS학회,2021,
표본 프로브 차량 기반 자율주행 혼재 시공간적 통행속도 추정,김종호,한국ITS학회,2021,"['자율주행 혼재', '프로브 차량', '통행속도 추정', 'Traffic Oscillation']"
스타일 트랜스퍼를 활용한 자율주행 데이터셋 증강 기법,조수진(Sujin Cho),한국정보과학회,2021,
자율협력주행 지원 교통객체 위치 추정 알고리즘,백장운,한국정보과학회,2021,
휠체어 자율주행을 위한 SLAM 적용에 관한 연구,장재헌(J. H. Jang),Korean Society for Precision Engineering,2021,"['SLAM', 'Autonomous driving', 'Wheelchairs', 'Lidar']"
