title,저자,발행기관,발행연도,핵심어
빗줄기 제거를 위한 에지 예측 기반 조건부 적대적 생성망,정다희(Da-Hee Jeong),한국정보기술학회,2020,"['Rain Removal', 'Deep Learning', 'Residual Networks', 'Edge', 'GAN', 'Conditional GAN']"
영상 제작을 통한 과학기술관련 사회쟁점(SSI) 수업이 중학생의 미디어 리터러시와 SSI 이해에 미치는 효과                      = Video Production as an Instructional Strategy for Socioscientific Issues: Its Impact on Middle School Students’ Media Literacy and Understanding of SSI,박샘,이화여자대학교 교과교육연구소,2020,"['과학기술관련 사회쟁점', '미디어 리터러시', '과학 학습', '과학-기술-사회', 'Socioscientific issues', 'Media literacy', 'Science learning', 'STS']"
물류기업의 물류 4.0 기술의 필요성에 대한 인식 차이 연구                      = Perception Difference about the Necessity of Logistics 4.0 Technology in Logistics Companies,김영민(Young-min Kim),한국국제상학회,2020,"['물류 4.0', '물류기술', '스마트 물류', '4차 산업혁명', 'Logistics 4.0', 'Logistics Technology', 'Smart Logistics', 'Industry 4.0']"
실 경험 기반 자율주행차의 기술수용도에 관한 연구,임준영(Junyoung Lim),한국자동차공학회,2020,"['Autonomous vehicle(자율주행차)', 'Technology acceptance(기술수용도)', 'User experience(사용자 경험)', 'UTAUT model(통합기술수용모형)', 'Autonomous driving level(자율주행 단계)']"
자율주행 대중교통 시스템을 위한 정류장 승하차 판단기술,김재희(Jae Hee Kim),한국철도학회,2020,"['Autonomous vehicle', 'Public transport', 'Bus stop', '자율주행', '대중교통', '정류장']"
레고 시리어스 플레이를 활용한 미래 자율주행 자동차 실내공간 시나리오 콘셉트 발굴 사례연구                      = A Case Study on Discovering the Concept of a Future Autonomous Vehicle Interior Space Scenario Using Lego Serious Play,이덕찬 ( Lee Deokchan ),한국공간디자인학회,2020,"['Automobile', 'Autonomous Driving', 'Interior Space', 'Lego Serious Play', 'Design Process', '자동차', '자율주행', '실내공간', '레고 시리어스 플레이', '디자인 프로세스']"
자율주행을 위한 센서기술동향,황재호(Jaeho Hwang),한국자동차공학회,2020,
스테레오 카메라 기반 두둑 감지 및 승용관리기 조향 제어 모델 개발                      = Development of Stereovision-Based Ridge Detection and Riding cultivator steering controller,윤창호 ( Chang-ho Yun ),한국농업기계학회(The Korean Society of the Agricultureal machinery),2020,"['스테레오 카메라', '이미지 프로세싱', '승용 관리기', '자율 조향 제어']"
국내 고속도로 휴게소의 공간 프로그램 변화에 대한 연구                      = A Study on the Spatial Program Changes of Domestic highway rest area,이범동,한국공간디자인학회,2020,"['Highway rest area', 'Lifestyle', 'Spatial recognition', 'space program', 'Relationship', '고속도로휴게소', '라이프 스타일', '공간 인식', '공간 프로그램', '관계성']"
자율주행자동차 상용화를 위한 법규제·개정 필요성 검토                      = A Study on the Need to Enact and Revise Laws for Commercialization of Autonomous Vehicles,"차민규(Cha, Min-Kyu)",한국민간경비학회,2020,"['자율주행자동차', 'SAE 기술단계', '도로법', '도로교통법', '자동차 관리법', 'Autonomous Vehicles', 'SAE Level', 'Road Act', 'Road Traffic Act Automobile Management Act.']"
"우리나라 사용자, 환경, 기술이 반영된 커넥티드 자동차 사용자 시나리오 연구                      = Research on Deducting Connected Car User Scenarios that are Reflected Social, Culture, Environmental and Technological Circumstances",김영윤 ( Youngyun Kim ),한국산업디자이너협회(한국인더스트리얼디자인학회),2020,"['커넥티드 자동차', '사물인터넷', '시나리오', '사용자', '환경', '기술', '연결', 'Connected car', 'IoT', 'Internet of Things', 'Scenario', 'User', 'Environment', 'Technology', 'Connections']"
