title,저자,발행기관,발행연도,핵심어
산업융합 규제샌드박스 실증특례 102호를 바탕으로한 자율주행이동로봇 서비스모델,김동엽(Dong Yeop Kim),대한전기학회,2021,
포도원 기계화 작업을 위한 무인 자율주행차 개발                      = Development of Autonomous Vehicle for Mechanize Operation in Vineyards,송현진 ( H. J. Song ),한국농업기계학회(The Korean Society of the Agricultureal machinery),2021,"['포도원', '웨이크만식', '개량일문자형', '이미지센서', '무인자율주행차']"
확장 칼만 필터 제어기를 이용한 소형트랙터 위치 추정 알고리즘 개발                      = Development of Small Tractor Position Recognition Algorithm Using Extended Kalman Filter Controller,홍지웅 ( J. W. Hong ),한국농업기계학회(The Korean Society of the Agricultureal machinery),2021,"['소형트랙터', '위치추정', '확장칼만필터', '조향제어', '관성항법시스템']"
자율주행 트랙터 위치정밀도 향상을 위한 GNSS/INS와 수정 칼만필터링 융합 항법시스템 개발 연구                      = Study on Development of a GNSS/INS Navigation System Integrated with Modified Kalman Filtering to Obtain Improved Real-time Position Data for an Autonomous Tractor,최동석,한국농업기계학회(The Korean Society of the Agricultureal machinery),2021,"['적응형 확장 칼만필터', '자율작업 트랙터', '센서 융합']"
가시형 경로 추종 노지 환경 계측시스템을 위한 모터제어 알고리즘 연구                      = A Study on Motor Control Algorithm for Visible Path Tracking Field Environment Measurement System,강대원 ( Daewon Kang ),한국농업기계학회(The Korean Society of the Agricultureal machinery),2021,"['경로 추종', 'Path Tracking', '모터 제어', 'Motor Control', '알고리즘', 'Algorithm']"
LiDAR를 활용한 환경인식 기반 궤도형 제초로봇 연구                      = Study on Caterpillar Type Weeding Robot Based on Environment Recognition Using LiDAR,양창주 ( Changju Yang ),한국농업기계학회(The Korean Society of the Agricultureal machinery),2021,"['과원', '제초', '로봇', '자율주행', '가변 제초기']"
승용형 노외기계를 위한 모듈형 조향 장치 기반 자율주행 제어 환경 특성 분석                      = Analysis of Control Environment Characteristics for Autonomous Driving Based on Modular Steering Control System for Riding Type Off-road Machines,원진호 ( Jin-ho Won ),한국농업기계학회(The Korean Society of the Agricultureal machinery),2021,"['농업기계', '자율주행', '자율조향', '무인 농작업']"
주행시험장 기반 현실-가상 융합 VILS 개발에 대한 연구,이인규(Ingyu Lee),한국자동차공학회,2021,"['Autonomous Driving(자율주행)', 'VILS(시뮬레이션-차량융합 평가시스템)', 'Reality(현실)', 'Virtual(가상)', 'Convergence(융합)', 'Augmented Reality(증강현실)', 'Proving Ground(주행시험장)']"
실도로 데이터를 활용한 주행시험장 기반 자율주행 VILS 테스트 기법에 대한 연구,이인규(Ingyu Lee),한국자동차공학회,2021,"['Autonomous Driving(자율주행)', 'Real road data(실도로 데이터)', 'Coordinate shift(좌표변환)', 'Augmented Reality(증강현실)', 'Proving Ground(주행시험장)', 'VILS(시뮬레이션-차량융합 평가시스템)']"
픽스호크 기반의 실외 자율주행용 소형 무인지상차량 설계,오성진(Seong Jin Oh),한국정보기술학회,2021,"['Pixhawk', 'Rover', 'Autonomous driving technology', 'QGroundControl', 'Mavlink']"
PGDrive 주행 시뮬레이터 환경에서의 호기심 기반 강화 학습을 활용한 차량 주행 비교 분석,김준환(Junhwan Kim),한국자동차공학회,2021,"['Deep reinforcement learning(심층 강화 학습)', 'Curiosity-driven Exploration(호기심 기반 탐험)', 'Virtual environment(가상 환경)', 'Autonomous driving(자율 주행)', 'Path planning(경로 계획)']"
Neural Network 기반 VCM의 성능평가,박성욱(Seonguk Park),한국방송·미디어공학회,2020,
자율주행 택시 승객 경험의 분위기,이기쁨(Gi-bbeum Lee),대한기계학회,2020,"['자율주행 자동차(Autonomous vehicles)', '승객 모빌리티(Passenger mobility)', '사용자 경험(User experience)', '분위기(Atmosphere)']"
저성능 임베디드 보드에서 자율주행 실습을 위한 과중 태스크 오프로딩 방법,박병규(Byungkyu Park),한국정보과학회,2020,
