title,저자,발행기관,발행연도,핵심어
자율주행로봇의 장애물 회피에서 강화학습 파라미터의 영향,김경모(K. M. Kim),한국생산제조학회,2020,"['Reinforcement learning', 'Obstacle avoidance', 'Mobile robot']"
자율주행로봇의 미확인 지역에서의 최단경로 알고리즘과 LiDAR 센서의 영향,이시현(S. H. Lee),한국생산제조학회,2020,"['Mobile Robot', 'LiDAR Sensor', 'Short path algorithm']"
실외 자율주행 로봇의 기술기준 개발,장현석(H. S. Jang),한국생산제조학회,2020,"['Oudoor robot', 'Autonomous driving robot']"
V2V 오작동에 따른 자율주행차의 위험원 분석,안대룡(Daeryong Ahn),한국자동차공학회,2020,"['Autonomous Driving(자율주행)', 'V2V(차량간 통신)', 'Malfunction(오작동)', 'Hazard(위험)', 'HARA(위험원 분석 및 리스크 평가)', '시뮬레이션(Simulation)']"
비신호 교차로 상황에서 V2V 기반 자율주행차의 위험성 분석 및 모니터링 컨셉 연구,백윤석,한국ITS학회,2020,"['V2V', '비신호 교차로', '위험성 분석', '모니터링 컨셉', '자율주행차', 'V2V', 'Non-signalized intersection', 'HARA (Hazard Analysis and Risk  Assessment)', 'Monitoring concept', 'Autonomous driving']"
자율주행 로봇 간 MANET을 이용한 실시간 영상 스트리밍 시스템,박영익(Y. I. Park),한국통신학회,2020,
전이학습 기반의 합성곱 신경망을 이용한 애니메이션 캐릭터 성별 분류 기법,서동호(Dong-Ho Seo),한국애니메이션학회,2020,"['딥러닝', '합성곱 신경망', '전이학습', 'deep learning', 'convolutional neural network', 'transfer learning']"
도심 환경에서의 승차감을 고려한 속도 프로파일 계획,심영보(Youngbo Shim),한국자동차공학회,2020,"['Velocity Profile(속도 프로파일)', 'Vehicle Control(차량 제어)', '자율주행 자동차(Autonomous Vehicle)', 'Path Planning(경로계획)']"
HSM을 이용한 차량통신 보안 소프트웨어 구현,김장훈(Janghun Kim),한국자동차공학회,2020,"['HSM(Hardware Security Module)', 'Automotive Software(자동차 소프트웨어)', 'Security(보안)', 'CAN Protocol(CAN 통신)', 'Autonomous car(자율주행자동차)']"
V2X 통신을 이용한 Car-to-Car 시험 방안에 대한 연구,이인규(Ingyu Lee),한국자동차공학회,2020,"['V2X(차량 통신)', 'RTK GNSS(실시간 위치보정 위성항법 시스템)', 'Autonomous Vehicle(자율주행 차량)', 'ADAS(첨단운전자지원시스템)']"
YOLO 기반 카메라 및 레이다 센서 융합 물체 인지 기법,서주영(Juyeong Seo),한국자동차공학회,2020,"['Sensor Fusion(센서퓨전)', 'Autonomous Driving(자율주행)', 'YOLO']"
자율주행 검증을 위한 자동화된 검증 시나리오 개발에 관한 연구,김봉섭(Bong-Seob Kim),한국자동차공학회,2020,"['Automated Vehicle(자율주행자동차)', 'Connected and Autonomous Vehicle(초 연결 자율주행자동차)', 'Operation Design Domain(운영 설계 영역)', 'Disengagement of autonomous mode(자율 주행모드해제)', 'Minimum Risk Manoeuvre (최소 위험 대응)']"
자율주행 실증을 위한 V2X 기반 이동형 관제차량 개발에 관한 연구,김봉섭(Bong-Seob Kim),한국자동차공학회,2020,"['C-ITS(지능형 교통시스템)', 'Vehicle to Everything Communication (차량 · 사물통신)', 'Road Side Unit (노변장치)', 'Safety validation(차량안전성평가)', 'Vehicle Safety Monitoring System(차량 안전 감시 장치)']"
초 연결 자율주행 실증을 위한 인프라 구현 및 기술 개발에 관한 연구,김봉섭(Bong-Seob Kim),한국자동차공학회,2020,"['Automated Vehicle(자율주행자동차)', 'Connected and Autonomous Vehicle(초 연결 자율주행자동차)', 'C-ITS(지능형 교통시스템)', 'Vehicle to Everything Communication (차량 · 사물통신)', 'Road Side Unit(노변장치)']"
주행 데이터를 활용한 자율주행 차량의 운전자 Minimal Risk Condition 판단 알고리즘 개발,남덕호(Deok-Ho Nam),한국자동차공학회,2020,"['자율주행(Autonomous driving)', 'MRC(Minimal risk condition)', '주행 데이터(Vehicle driving data)', '운전자 상태(Driver’s state)', '기계 학습(Machine learning)']"
Ethernet Backbone 기반 자율주행 차량 네트워크에서의 시간동기화 방법 설계,한준영(Junyoung Han),한국자동차공학회,2020,"['Autonomous Vehicle', 'Ethernet Backbone', 'Gateway', 'In Vehicle Netowrk', 'Precision Time Protocol']"
레이더 및 라이다 센서융합을 이용한 도로경계 검출,유희철(Heecheol Yoo),한국자동차공학회,2020,"['Sensor Fusion(센서 융합)', 'Road Boundary Detection(도로경계 검출)', 'OGM(점유 격자 지도)', 'RANSAC(임의 추출-모델 결정)', 'Road Boundary Tracking(도로경계 추적)', 'Autonomous Driving(자율주행)']"
원형도로에서 자율주행 자동차의 심층 강화학습 기반 속도 제어 기술 연구,강민수(Minsoo Kang),한국통신학회,2020,
딥러닝과 IMM-UK-PDAF를 이용한 다중 객체 검출 및 추적,권순웅(Soonwoong Kwon),한국자동차공학회,2020,"['Autonomous Vehicle(자율주행자동차)', 'LiDAR(라이다)', 'Object Detecting(객체검출)', 'Object Tracking(객체추적)', 'Deep Learning(딥러닝)']"
심층강화학습기반 자율주행차를 이용한 도로 흐름 제어 연구,이기홍(Gihong Lee),한국통신학회,2020,
외란으로 인한 도달영역을 고려한 안전한 자율주행차 경로계획법,이윤우(Lee Yunwoo),한국통신학회,2020,
