title,저자,발행기관,발행연도,핵심어
차량 속력 계획을 이용한 완전한 정지 시스템,강태원,제어로봇시스템학회,2020,"['Vehicle Longitudinal Control (차량 종방향 제어)', 'Stop System (정지 시스템)', 'Speed Planning (속력 계획)', 'Ride Comfort (승차감)', 'Autonomous Driving (자율주행)']"
자율주행을 위한 고정밀지도와 타일맵 기반의 전역경로 계획,오형택,제어로봇시스템학회,2020,"['Path Planning', 'Dijkstra Algorithm', 'HD Map(High Definition Map)']"
버스의 특성을 고려한 경로 계획 및 횡방향 제어 시스템 개발,성지훈(Jihoon Sung),한국자동차공학회,2020,"['Trajectory Planning(경로 계획)', 'Lateral Control System(횡방향 제어 시스템)', 'Autonomous Driving Technology(자율주행 기술)', 'Autonomous Bus(자율주행 버스)', 'Decision making(의사 결정)']"
자율주행 윤리 가이드라인 및 딜레마 시나리오 개발,김지원,한국ITS학회,2020,"['자율주행자동차', '윤리 가이드라인', '딜레마 시나리오', '도로교통법']"
GM의 자율주행차 관련 기술개발 전략 및 정책에 관한 연구,현재훈(Jae Hoon Hyun),한국산학기술학회,2020,"['General Motors', 'Autonomous Driving', 'Driver Assistance', 'Telematics', 'LiDAR', 'M&amp', 'A', 'M-City', 'NCHRP']"
자율주행 자동차 실내공간 디자인 가능성 탐색: 리좀 이론과의 융복합을 중심으로                      = Exploring the Design Possibility of Interior Space for Autonomous Vehicle: Focusing on Convergence with Rhizome Theory,이덕찬,한국전시산업융합연구원,2020,"['Automobile Interior', 'Rhizome', 'Autonomous Driving', 'Conver gence', '자동차 실내공간', '리좀이론', '자율주행 자동차', '융복합']"
자율주행자동차 보험의 법적 과제                      = Legal Issues of Autonomous Vehicle Insurance,김은경,한국상사법학회,2020,"['Autonomous Vehicle', 'insurance', 'Motor Vehicle Management Act', 'conditional autonomous vehicle(Level 3)', 'fully autonomous vehicle(Level 5)', 'vehicle liability insurance', 'product liability insurance', 'single motor insurance policy model', 'compulsory insurance', 'government security business', '자율주행자동차', '보험', '자동차관리법', '부분자율주행자동차', '완전자율주행자동차', '자동차배상책임보험', '제조물배상책임보험', '단일보험증권모델', '의무보험', '정부보장사업']"
청각 및 촉각 모달리티를 적용한 부분자율주행차량의 제어권 전환 알림방법 연구                      = Simulator Study on Take-over Request in Partially Automated Vehicle Using Auditory and Haptic Modality,홍사라,한국자동차공학회,2020,"['제어권 전환', '제어권 전환 알림', '자율주행자동차', '운전자-차량 상호작용', '청각 알림', '촉각 알림', 'Take over', 'Take over request', 'Automated vehicle', 'Driver-Vehicle Interaction', 'Auditory alarm', 'Haptic alarm']"
조건부 자율주행에서 제어권 전환 수행도와 제어권 전환 요청 시기에 따른 운전자의 시각적 탐색 전략에 대한 연구                      = Drivers' Visual Search Strategies in Level 3 Autonomous Driving Depended on Takeover Performance and Takeover Request Lead Time,전현진,대한인간공학회,2020,"['Autonomous driving', 'Takeover Request (TOR)', 'Takeover Request lead time (TORlt)', 'Visual search strategy', 'Visual entropy']"
인공지능과 빅데이터 분석 기반 통합보안관제시스템 구축방안에 관한 연구,배재권(Jae Kwon Bae),한국로고스경영학회,2020,"['보안관제', '융합보안', '인공지능', '보안빅데이터', '통합보안관제시스템', 'Convergence Security', 'Artificial Intelligence', 'Big Data Analysis', 'Machine Learning', 'Enterprise Security Management System']"
자율주행자동차 사고의 제조물책임법 적용에 관한 연구 - 소프트웨어의 제조물성 근거규정 도입에 대하여 -                      = A study of the Application of Product Liability Law to Autonomous Vehicle Accidents - Regarding the introduction of applicable provisions that the software is a product -,박지흔,제주대학교 법과정책연구원,2020,"['Autonomous Vehicle', 'Autonomous Driving Software', 'Autonomous Vehicle Accident', 'Autonomous Driving Traffic System', 'Product Characteristic', 'Product Liability', 'Product Liability Law', '자율주행자동차', '자율주행소프트웨어', '자율주행자동차 교통사고', '자율주행도로교통시스템', '제조물성', '제조물책임', '제조물책임법']"
자율주행 자동차의 상용화가 상업 공간구조에 미치는 영향                      = Impacts of Commercialization of Autonomous Vehicles on Commercial Spatial Structures,서현승 ( Seo Hyun-seong ),한국부동산분석학회,2020,"['Autonomous Vehicles', 'Scenario Analysis', 'Benefit Analysis', 'Commercial Spatial Structure', 'MRIO', '자율주행 자동차', '시나리오 분석', '편익분석', '상업 공간구조', 'MRIO 분석']"
자동차 실내 무드조명의 색온도에 따른 운전자의 생체신호 변화                      = Study on the Variation of Driver's Biosignals According to the Color Temperature of Vehicle Interior Mood Lighting,김규범,한국감성과학회,2020,"['자율주행자동차', '뇌파', '맥파', '색온도', '실내조명', 'Autonomous Vehicle', 'EEG', 'PPG', 'Color Temperature', 'Interior Lighting']"
가상 3D 라이다 기반 객체 분류 딥러닝 학습 데이터셋 구축 방법에 관한 연구                      = A Study on Methods for Constructing Deep Learning Training Datasets for Object Classification Using Virtual 3D Lidar Sensor,장형준,한국자동차공학회,2020,"['Autonomous drivng', 'Lidar sensor', 'Deep learning', 'Training dataset', 'Object classification', '자율주행', '라이다 센서', '딥러닝', '학습 데이터셋', '객체 분류']"
CNN을 이용한 자율주행차 조향 제어                      = Steering Control of an Autonomous Vehicle Using CNN,황광복,한국정보통신학회,2020,"['컨볼루션 신경망', '차선검출', '조향 제어기', '소실점', 'CNN(Convolutional Neural Network)', 'lane detection', 'steering controller', 'vanishing point']"
수동 및 자율주행 환경에서 다중채널 경보의 효과 평가                      = Effectiveness of Multichannel Warning Signal in Manual and Automated Driving Environment,서효원,대한인간공학회,2020,"['Automated driving', 'Multichannel', 'Warning signal', 'Response time', 'Workload']"
위험사회에서 자율주행자동차에 대한 형사법적 규율                      = Response of Criminal Law to Autonomous Vehicles in Risk Society,구길모,조선대학교 법학연구원,2020,"['Risk Society', 'Risk Criminal Law', 'Accepted Risk', 'Autonomous Vehicle', 'Traffic Accident Handling Special Law', 'Autonomous Vehicle Law', '위험사회', '위험형법', '허용된 위험', '자율주행자동차', '교통사고처리특례법', '자율주행자동차법']"
자율주행자동차에 관한 형사법적 고찰  ― 자율주행자동차 상용화 촉진 및 지원에 관한 법률을 중심으로 ―                      = A Study on the Autonomous Vehicles in terms of the Criminal Law,김두상,서울시립대학교 서울시립대학교 법학연구소,2020,"['자율주행자동차 상용화 촉진 및 지원에 관한 법률', '음주운전', '형사책임', '도로교통법', '교통사고처리특례법', 'The Act on the Promotion and Support of Commercialization of Autonomous Vehicles', 'Drunk Driving', 'Criminal Liability', 'ROAD TRAFFIC ACT', 'ACT ON SPECIAL CASES CONCERNING THE SETTLEMENT OF TRAFFIC ACCIDENTS']"
자동 주차 시스템의 경로 생성 및 추종 알고리즘 개발                      = Path Generation and Tracking Algorithm of Auto Valet Parking System Development,신희석,한국자동차공학회,2020,"['자동 주차 시스템', '자율주행자동차', '경로계획', '경로추종', '경로생성', '차량 제어', 'Auto valet parking system', 'Autonomous vehicle', 'Path planning', 'Path tracking', 'Path generation', 'Vehicle control']"
도심환경 자율주행을 위한 SAE 레벨3 자율주행 기술 개발,민경욱(KyoungWook Min),한국자동차공학회,2020,"['Autonomous Driving(자율주행)', 'Perception(인지)', 'Planning(판단)', 'Control(제어)', 'deep learining(딥러닝)']"
