title,저자,발행기관,발행연도,핵심어
UNECE 자동차 국제기준 월간 동향 (16),임종순(Jong Soon Lim),한국자동차공학회,2020,
자율주행자동차의 사고안전성,정재일(Jayil Jeong),한국자동차공학회,2020,
자율차량의 주행을 보조하기 위한 탑승객 탐지 및 공유 시스템 개발,손수락(Su-Rak Son),한국정보전자통신기술학회,2020,"['Passenger Reconstruction', 'Autonomous Vehicles', 'V2V Communication', 'Vehicle Information Sharing', 'CNN']"
4차 산업혁명시대 자동차산업의 전략과 생산방식이 노사관계에 미치는 영향 : 현대자동차와 도요타자동차의 사례연구                      = The Influence of the Automobile Industry s Strategy and Production Method on Industrial Relations in the 4th Industrial Revolution. - A Case Study of Hyundai Motor and Toyota Motor,"정형일(Jeong, Hyung Ill)",한국인적자원관리학회,2020,"['4차 산업혁명', '노사관계', '자동차산업', '현대자동차의 경영과 노사관계', '도요타자동차의 경영과 노사관계', '4th industry revolution', 'industrial relations', 'automobile industry', 'Hyundai s management and industrial relations', 'Toyota s management and industrial relations']"
4차 산업혁명 관련 도로 설계분야 대응방안,임찬수,한국도로학회,2020,
UNECE 자동차 국제기준 월간 동향 (15),임종순(Jong Soon Lim),한국자동차공학회,2020,
자율주행 제어소프트웨어의 안전성을 위한 지능 기반 테스트 기법,이남희(Nam Hee Lee),한국정보과학회,2020,
RSU 통신 및 딥러닝 기반 최적화 차량 라우팅 시스템 설계,손수락(Su-Rak Son),한국정보전자통신기술학회,2020,"['Autonomous vehicles', 'driving directions', 'deep neural networks', 'road side units', 'road information']"
재식별 기술을 이용한 멀티 클래스 다중 객체 추적 기법,강민성(Minsung Kang),한국자동차공학회,2020,"['Re-Identification(재식별)', 'Autonomous Vehicle(자율주행 자동차)', 'Object Detection(객체 검출)', 'Object Tracking(객체 추적)', 'Deep Learning(딥러닝)']"
자율주행차와 미디어 산업 변화                      = Automated Driving Car and Changes of Media Industry,도준호,한국인터넷방송통신학회,2020,"['automated driving car', '5G network', 'AI', 'IOT', 'media industry']"
[교통 관련 보도자료 중계] 보도자료를 통해 본 주요교통뉴스,김동준,한국교통연구원(KOTI),2020,
제주 스마트 교통 안전도시 평가지표 구축 방안 연구                      = A Study on the Establishment of Evaluation Indicators for Smart Traffic Safety City in Jeju Island,고기봉,한국지방행정학회,2020,"['Quality of Life', 'Information and Communications Technology', 'Smart Traffic', 'Smart Safe City', '삶의 질', '정보통신기술', '스마트 교통', '스마트 안전 도시']"
자율주행레벨 발전에 따른 차량내부 인터페이스 발전방향에 관한 고찰,조경일(Kyeoungil Cho),한국자동차공학회,2020,"['자율주행기술(autonomous driving technology)', '차량내부 인터페이스(vehicle""s internal interface)', '자율주행(autonomous driving)', '자율주행차(autonomous driving vehicle)', '사용자인터페이스(User-interface', 'UI)', '사용자경험(User-experience', 'UX)']"
친환경적 데이터 응용기술 활용 정책개발을 위한 기획연구                      = Planning Research for Policy Development using Eco-friendly Data Application Technology,강성원,한국환경정책평가연구원(Korea Environment Institute),2020,"['데이터 응용기술', '기술진보', '유인기반', '환경정책', '기계학습', 'Data Technology', 'Technical Progress', 'Incentive-based', 'Environmental Policy', 'Machine Learning']"
자율주행 자동차 콘텐츠 구성에 따른 탑승자 경험 디자인,최명선(Choe Myeong Seon),한국HCI학회,2020,"['자율주행 자동차', 'VR 주행 시뮬레이션']"
자율주행 단계별 증강현실 헤드업 디스플레이 정보가 인지에 미치는 영향,조정희(Jo Junghee),한국HCI학회,2020,"['증강현실', '가상현실', '헤드업 디스플레이', 'Autonomous Vehicle', 'Augmented Reality', 'AR', 'AR HUD', 'Head-Up Display']"
자율주행자동차 실주행 지원을 위한 표준 정밀도로지도 비교 및 활용 레이어 분석                      = A Comparison of Korea Standard HD Map for Actual Driving Support of Autonomous Vehicles and Analysis of Application Layers,원상연 ( Sang-yeon Won ),한국지리정보학회(The Korean Association of Geographic Information Studies),2020,"['LDM', '자율주행자동차', '정밀도로지도', 'C-ITS', 'Autonomous vehicles', 'HD map']"
자율주행 차량의 Minimal Risk Condition 판단 알고리즘 개발을 위한 운전자 주행 특성 분석,김재식(Jae-sik Kim),한국자동차공학회,2020,"['MRC(Minimal Risk Condition)', '자율주행(Autonomous driving)', '운전자 상태(Driver’s state)', '얕은 피로(Shallow fatigue)', '깊은 피로(Deep fatigue)', '주행 데이터(Vehicle driving data)']"
색 보정을 위한 HSV 알고리즘의 최적화된 하드웨어 구현,박상욱(Sangwook Park),한국전기전자학회,2020,"['HSV Color Space', 'Verilog-HDL', 'Hardware implementation', '4K image', 'Dehaze']"
고속 자율 주행 차선유지시스템을 위한 DNN 기반 레이더를 이용한 차선 추정,최주영(Joo Young Choi),한국자동차공학회,2020,"['Deep learning(딥 러닝)', 'Deep Neural Network(DNN)', 'Lane Keeping System(차선 유지 시스템)', 'Autonomous Driving(자율 주행)', 'Road Lane Model(도로 차선 모델)', 'Radar(레이더)']"
